,OA,Paycheck Mean Income,Mean Net Disposable Income,Mean Gross Disposable Income,Mean Net Disposable Income Band,"CACI_Essential_Outgoings - Income tax, NI","CACI_Essential_Outgoings - Mortgage, social rent, private rent","CACI_Essential_Outgoings - Council tax, utilities, water, structure insurance, NI domestic rates","CACI_Essential_Outgoings - Food, clothing","CACI_Essential_Outgoings - Childcare, student loans, pension",CACI_Essential_Outgoings - Travel to work,Mean over all households in an OA: Income tax - Income tax,Mean over all households in an OA: Income tax - National Insurance,Mean over all households in an OA: Income tax - Mortgage,Mean over all households in an OA: Income tax - Private rent,Mean over all households in an OA: Income tax - Social rent,Mean over all households in an OA: Income tax - Council tax,Mean over all households in an OA: Income tax - Water bills,"Mean over all households in an OA: Income tax - Gas, electricity, oil",Mean over all households in an OA: Income tax - Structure insurance,Mean over all households in an OA: Income tax - Food costs,Mean over all households in an OA: Income tax - Clothing costs,Mean over all households in an OA: Income tax - Childcare,Mean over all households in an OA: Income tax - Student loan,Mean over all households in an OA: Income tax - Pension,Mean over all households in an OA: Income tax - Travel to work,Mean over relevant households in an OA - Income tax,Mean over relevant households in an OA - National Insurance,Mean over relevant households in an OA - Mortgage,Mean over relevant households in an OA - Private rent,Mean over relevant households in an OA - Social rent,Mean over relevant households in an OA - Council tax,Mean over relevant households in an OA - Water bills,"Mean over relevant households in an OA - Gas, electricity, oil",Mean over relevant households in an OA - Structure insurance,Mean over relevant households in an OA - Food costs,Mean over relevant households in an OA - Clothing costs,Mean over relevant households in an OA - Childcare,Mean over relevant households in an OA - Student loan,Mean over relevant households in an OA - Pension,Mean over relevant households in an OA - Travel to work,Proportion of households paying % - Income tax,Proportion of households paying % - National Insurance,Proportion of households paying % - Mortgage,Proportion of households paying % - Private rent,Proportion of households paying % - Social rent,Proportion of households paying % - Council tax,Proportion of households paying % - Water bills,"Proportion of households paying % - Gas, electricity, oil",Proportion of households paying % - Structure insurance,Proportion of households paying % - Food costs,Proportion of households paying % - Clothing costs,Proportion of households paying % - Childcare,Proportion of households paying % - Student loan,Proportion of households paying % - Pension,Proportion of households paying % - Travel to work
610,E00024061,38.871,10.087,31.863,10.357,7.007,12.727,1.74,4.574,2.323,0.414,4.547,2.46,1.131,9.233,2.363,0.553,0.524,0.549,0.113,3.323,1.244,1.161,0.083,1.079,0.414,4.547,2.853,6.643,19.069,2.981,0.583,0.524,0.549,0.199,3.323,1.244,1.843,0.56,1.32,0.523,100.0,72.571,9.429,38.571,34.286,95.857,100.0,100.0,27.286,100.0,100.0,58.0,5.714,68.571,68.571
611,E00024062,48.4,13.52,37.78,12.5,10.62,14.57,1.79,4.23,3.01,0.64,6.5,4.12,0.91,12.37,1.3,0.59,0.55,0.49,0.17,2.94,1.29,1.01,0.18,1.83,0.64,6.5,4.35,13.5,27.1,7.46,0.6,0.55,0.49,0.45,2.94,1.29,1.12,1.58,1.96,0.69,100.0,95.0,7.0,46.0,17.0,99.0,100.0,100.0,37.0,100.0,100.0,90.0,11.0,93.0,93.0
612,E00024063,63.25,16.018,47.435,16.667,15.815,20.273,2.307,4.71,3.445,0.683,10.56,5.255,1.343,18.318,0.613,0.802,0.668,0.512,0.325,3.093,1.615,0.923,0.255,2.268,0.683,10.56,5.518,10.382,34.953,5.132,0.808,0.668,0.512,0.848,3.093,1.615,1.022,2.473,2.405,0.728,100.0,95.167,10.167,52.5,7.833,99.167,100.0,100.0,39.667,100.0,100.0,90.833,8.5,94.333,94.333
613,E00024064,50.55,9.482,39.315,8.75,11.235,20.785,1.858,3.985,2.657,0.55,7.248,3.988,0.558,20.068,0.165,0.602,0.635,0.452,0.167,2.738,1.252,0.738,0.158,1.758,0.55,7.248,4.587,10.125,28.955,3.655,0.608,0.635,0.452,0.552,2.738,1.252,0.89,1.885,2.04,0.645,100.0,85.5,4.25,68.25,2.25,99.5,100.0,100.0,29.5,100.0,100.0,81.75,8.75,84.75,84.75
614,E00024065,57.55,8.612,43.58,10.0,13.97,25.265,1.692,4.167,3.215,0.63,9.055,4.917,0.495,24.518,0.25,0.532,0.562,0.462,0.128,2.805,1.362,0.78,0.288,2.145,0.63,9.055,5.112,6.75,31.89,3.785,0.532,0.562,0.462,0.788,2.805,1.362,0.848,2.422,2.24,0.655,100.0,96.25,3.75,75.75,3.25,100.0,100.0,100.0,20.75,100.0,100.0,91.75,12.0,96.0,96.0
615,E00024066,53.7,9.245,41.565,10.0,12.135,23.105,1.71,4.09,2.81,0.595,7.93,4.205,0.0,22.655,0.45,0.56,0.58,0.465,0.105,2.795,1.3,0.71,0.255,1.85,0.595,7.93,4.845,0.0,31.76,3.815,0.56,0.58,0.465,0.185,2.795,1.3,0.875,1.845,2.15,0.7,100.0,86.0,0.0,66.0,6.0,99.5,100.0,100.0,28.0,100.0,100.0,82.0,14.0,85.5,85.5
616,E00024067,59.271,19.756,45.177,20.0,14.096,13.29,2.404,5.446,3.624,0.654,9.091,5.007,4.331,8.149,0.811,0.719,0.64,0.593,0.454,3.589,1.857,1.317,0.119,2.187,0.654,9.091,5.324,11.519,20.874,4.289,0.723,0.64,0.593,0.657,3.589,1.857,1.483,1.246,2.34,0.703,100.0,92.714,32.143,28.571,10.429,99.571,100.0,100.0,61.143,100.0,100.0,88.857,6.714,92.286,92.286
617,E00024068,68.4,19.614,51.872,18.75,16.528,21.606,2.24,4.986,2.907,0.521,11.876,4.65,0.355,21.252,0.0,0.709,0.66,0.526,0.344,3.198,1.788,0.636,0.305,1.965,0.521,11.876,4.999,5.062,28.31,0.0,0.711,0.66,0.526,0.638,3.198,1.788,0.72,1.762,2.125,0.566,100.0,81.375,2.625,55.25,0.0,99.625,100.0,100.0,44.75,100.0,100.0,78.5,10.375,81.0,81.0
618,E00024069,36.0,15.13,29.49,15.0,6.51,7.455,1.34,3.52,1.595,0.45,4.345,2.165,0.0,2.34,5.115,0.375,0.475,0.43,0.06,2.605,0.915,0.56,0.065,0.965,0.45,4.345,3.22,0.0,21.635,6.735,0.38,0.475,0.43,0.44,2.605,0.915,0.965,0.855,1.475,0.665,100.0,68.5,0.0,11.0,76.0,98.5,100.0,100.0,13.0,100.0,100.0,58.5,8.0,67.0,67.0
619,E00024070,36.7,13.65,30.468,13.75,6.232,7.815,1.742,5.0,1.715,0.542,4.08,2.157,1.188,2.398,4.232,0.59,0.467,0.607,0.078,3.675,1.328,0.735,0.032,0.945,0.542,4.08,3.06,9.02,21.478,7.022,0.615,0.467,0.607,0.278,3.675,1.328,2.367,0.465,1.432,0.842,100.0,68.0,10.0,11.5,61.25,95.25,100.0,100.0,27.5,100.0,100.0,31.75,3.25,63.25,63.25
620,E00024071,53.933,12.673,41.7,12.5,12.233,19.303,2.0,4.29,2.857,0.577,8.057,4.173,0.747,18.167,0.39,0.613,0.627,0.483,0.277,2.92,1.37,0.857,0.25,1.753,0.577,8.057,4.843,13.5,29.52,7.233,0.64,0.627,0.483,0.783,2.92,1.37,1.137,2.02,2.137,0.707,100.0,86.0,5.667,61.333,5.333,96.667,100.0,100.0,33.0,100.0,100.0,75.667,12.333,82.0,82.0
621,E00024072,28.367,9.807,24.233,10.833,4.133,6.313,1.457,4.6,1.663,0.383,2.607,1.523,0.06,1.5,4.757,0.47,0.387,0.577,0.023,3.5,1.1,0.94,0.007,0.717,0.383,2.62,2.23,3.5,16.16,5.927,0.477,0.387,0.577,0.14,3.5,1.1,2.117,0.33,1.083,0.59,99.333,66.667,0.667,9.0,81.333,98.667,100.0,100.0,10.0,100.0,100.0,45.667,3.0,64.667,64.667
622,E00024073,21.0,6.487,18.463,7.5,2.537,5.41,1.263,3.703,1.307,0.293,1.69,0.843,0.317,1.087,4.013,0.47,0.297,0.483,0.017,2.917,0.783,0.91,0.007,0.387,0.293,1.71,1.583,8.517,12.877,4.777,0.487,0.297,0.483,0.163,2.917,0.783,2.52,0.167,0.79,0.593,99.0,53.333,4.0,9.0,83.333,96.667,100.0,100.0,7.667,100.0,100.0,39.667,1.333,49.667,50.0
623,E00024074,32.367,9.827,26.933,10.0,5.433,8.143,1.563,4.47,2.403,0.53,3.263,2.17,0.432,2.87,4.84,0.568,0.415,0.545,0.032,3.312,1.162,1.378,0.028,0.992,0.53,3.27,2.683,5.402,11.197,6.39,0.575,0.415,0.545,0.21,3.312,1.162,2.408,0.348,1.258,0.7,99.667,76.0,3.833,13.667,77.333,99.0,100.0,100.0,9.167,100.0,100.0,54.167,2.333,74.167,74.333
624,E00024075,35.033,11.26,29.173,11.667,5.86,8.607,1.823,5.017,1.85,0.612,3.793,2.07,0.492,3.947,4.168,0.633,0.493,0.617,0.083,3.728,1.288,0.932,0.07,0.848,0.612,3.793,2.897,8.0,17.693,7.208,0.672,0.493,0.617,0.285,3.728,1.288,2.11,0.702,1.343,1.01,100.0,68.0,4.167,19.167,58.667,95.333,100.0,100.0,22.5,100.0,100.0,42.667,7.833,61.167,61.167
625,E00024076,40.0,12.482,32.355,11.667,7.645,9.363,1.887,5.593,2.39,0.64,4.837,2.81,0.992,4.862,3.512,0.657,0.455,0.672,0.1,4.078,1.518,1.157,0.102,1.13,0.64,4.837,3.345,7.48,17.468,6.85,0.733,0.455,0.672,0.28,4.078,1.518,3.0,0.91,1.518,0.892,100.0,82.667,9.0,19.5,52.5,86.333,100.0,100.0,28.0,100.0,100.0,41.0,7.5,68.167,68.167
626,E00024077,50.35,10.3,38.798,10.0,11.553,19.235,1.695,3.995,3.052,0.528,7.305,4.248,0.832,17.072,1.33,0.54,0.57,0.457,0.128,2.782,1.208,0.932,0.24,1.882,0.528,7.305,4.5,6.625,29.408,5.58,0.54,0.57,0.457,0.445,2.782,1.208,1.04,1.628,1.99,0.555,100.0,94.75,6.25,57.0,18.5,100.0,100.0,100.0,24.5,100.0,100.0,88.25,11.0,94.75,94.75
627,E00024078,25.7,8.688,22.396,8.5,3.304,6.252,1.312,4.154,1.526,0.462,2.15,1.156,0.504,1.326,4.422,0.402,0.354,0.534,0.024,3.23,0.922,0.992,0.0,0.534,0.462,2.166,1.968,6.242,9.13,5.488,0.406,0.354,0.534,0.13,3.23,0.922,2.558,0.0,0.958,0.818,99.4,59.6,5.0,8.4,81.4,99.4,100.0,100.0,10.4,100.0,100.0,41.4,0.0,56.8,56.8
628,E00024079,31.267,10.21,26.203,10.833,5.063,5.247,1.56,4.97,3.563,0.66,2.917,2.147,0.147,0.133,4.963,0.53,0.383,0.62,0.03,3.74,1.22,2.523,0.0,1.043,0.66,2.93,2.423,2.9,4.36,5.807,0.53,0.383,0.62,0.137,3.74,1.22,2.993,0.127,1.18,0.753,99.333,85.667,1.667,1.0,86.0,100.0,100.0,100.0,13.0,100.0,100.0,81.333,0.333,85.333,85.333
629,E00024080,34.017,9.93,28.648,9.167,5.368,7.475,1.732,5.75,3.055,0.707,3.11,2.258,0.612,1.668,5.192,0.617,0.392,0.708,0.018,4.283,1.47,1.993,0.022,1.04,0.707,3.123,2.595,8.455,14.22,6.21,0.63,0.392,0.708,0.182,4.283,1.47,3.358,0.262,1.252,0.868,99.5,85.167,6.0,8.667,84.0,97.667,100.0,100.0,7.333,100.0,100.0,54.5,2.667,80.833,80.833
630,E00024081,26.775,8.968,22.805,7.5,3.97,6.47,1.338,3.855,1.82,0.355,2.552,1.415,0.93,0.705,4.833,0.435,0.387,0.492,0.025,2.99,0.862,1.168,0.01,0.648,0.355,2.552,2.205,7.982,8.728,5.743,0.44,0.387,0.492,0.152,2.99,0.862,2.3,0.225,1.045,0.578,100.0,63.75,8.5,4.25,84.25,98.25,100.0,100.0,11.5,100.0,100.0,50.75,2.25,61.75,61.75
631,E00024083,48.083,14.623,37.783,13.333,10.3,12.658,1.863,4.717,3.148,0.772,6.352,3.947,2.297,8.015,2.35,0.613,0.528,0.545,0.177,3.295,1.42,1.245,0.13,1.775,0.772,6.352,4.212,8.955,25.843,6.203,0.613,0.528,0.545,0.415,3.295,1.42,1.587,1.013,1.895,0.827,100.0,93.667,17.333,30.167,31.667,100.0,100.0,100.0,38.333,100.0,100.0,78.167,7.667,93.667,93.667
632,E00024084,53.433,19.187,40.863,17.5,12.57,11.177,2.163,4.52,3.223,0.597,8.13,4.44,2.503,6.987,1.69,0.687,0.63,0.513,0.333,3.097,1.423,1.017,0.24,1.963,0.597,8.13,4.857,13.34,29.687,7.583,0.687,0.63,0.513,0.587,3.097,1.423,1.173,2.253,2.147,0.653,100.0,91.333,18.667,23.333,22.333,100.0,100.0,100.0,54.667,100.0,100.0,86.667,10.667,91.333,91.333
633,E00024085,36.65,11.11,30.072,11.25,6.578,11.025,1.475,4.11,1.902,0.448,4.238,2.34,0.67,7.415,2.942,0.452,0.45,0.502,0.073,3.035,1.075,0.825,0.038,1.045,0.448,4.238,3.208,9.817,20.638,5.045,0.462,0.45,0.502,0.295,3.035,1.075,1.515,0.663,1.488,0.648,100.0,72.5,5.5,32.5,43.25,98.0,100.0,100.0,24.25,100.0,100.0,58.0,3.75,69.75,69.75
634,E00024086,36.0,12.623,30.073,12.5,5.927,7.997,1.683,4.97,2.347,0.443,3.813,2.117,0.043,3.45,4.503,0.597,0.433,0.61,0.04,3.69,1.28,1.317,0.077,0.95,0.443,3.813,2.987,3.5,19.627,6.7,0.613,0.433,0.61,0.277,3.69,1.28,2.717,0.86,1.407,0.667,100.0,70.667,0.333,18.333,67.0,97.333,100.0,100.0,14.667,100.0,100.0,49.333,8.0,68.0,68.0
635,E00024087,50.725,15.632,39.202,16.25,11.522,13.598,1.935,4.632,2.865,0.535,7.895,3.63,2.162,9.752,1.682,0.63,0.55,0.525,0.23,3.192,1.442,1.135,0.148,1.582,0.535,7.895,4.41,12.375,27.745,5.132,0.632,0.55,0.525,0.413,3.192,1.442,1.608,1.17,1.935,0.652,100.0,83.5,16.5,35.5,26.0,99.5,100.0,100.0,38.75,100.0,100.0,71.5,8.5,82.25,82.25
636,E00024088,45.1,6.14,35.523,4.167,9.577,20.1,1.35,4.027,3.12,0.79,5.817,3.76,0.21,18.597,1.293,0.42,0.44,0.47,0.027,2.843,1.18,1.183,0.253,1.683,0.79,5.817,3.963,9.0,25.793,6.703,0.423,0.44,0.47,0.253,2.843,1.18,1.3,1.727,1.79,0.847,100.0,94.333,1.333,70.333,19.667,99.0,100.0,100.0,10.0,100.0,100.0,90.333,14.0,93.333,93.333
637,E00024089,45.375,5.865,35.834,5.625,9.541,19.982,1.626,4.431,3.271,0.654,5.855,3.686,0.586,19.207,0.191,0.601,0.444,0.515,0.064,3.125,1.306,1.422,0.2,1.651,0.654,5.855,3.97,7.732,23.97,1.624,0.609,0.444,0.515,0.436,3.125,1.306,1.655,1.458,1.795,0.715,100.0,92.375,4.75,80.125,2.875,99.25,100.0,100.0,17.0,100.0,100.0,86.75,11.5,91.5,91.5
638,E00024090,43.8,9.14,34.65,10.0,9.15,16.505,1.665,4.11,2.575,0.655,5.69,3.46,1.05,13.875,1.575,0.54,0.56,0.48,0.075,2.925,1.18,0.935,0.155,1.49,0.655,5.69,3.93,12.0,25.255,7.23,0.56,0.56,0.48,0.37,2.925,1.18,1.165,1.595,1.775,0.78,100.0,88.0,9.5,54.5,22.0,95.5,100.0,100.0,23.5,100.0,100.0,79.0,9.5,83.5,83.5
639,E00024091,29.2,10.48,24.97,10.833,4.233,7.207,1.46,4.33,1.21,0.283,2.8,1.433,1.007,1.84,4.353,0.417,0.447,0.54,0.063,3.27,1.06,0.64,0.06,0.517,0.283,2.867,2.607,7.627,12.62,6.683,0.453,0.447,0.54,0.183,3.27,1.06,2.377,0.497,1.24,0.707,94.333,48.667,8.667,9.667,67.0,93.0,100.0,100.0,23.333,100.0,100.0,23.667,7.667,38.0,39.333
640,E00024092,34.473,6.087,28.35,7.045,6.123,12.917,1.73,4.762,2.403,0.453,3.806,2.314,0.542,9.452,2.924,0.653,0.455,0.587,0.035,3.552,1.208,1.298,0.075,1.032,0.453,3.806,2.842,4.62,16.101,3.939,0.67,0.455,0.587,0.18,3.552,1.208,2.148,0.556,1.311,0.581,100.0,81.727,4.091,50.636,39.364,97.727,100.0,100.0,10.0,100.0,100.0,68.909,6.364,79.0,79.0
641,E00024093,46.0,5.6,36.07,7.5,9.93,20.91,1.58,4.105,3.28,0.59,6.065,3.87,0.625,19.755,0.535,0.52,0.5,0.48,0.09,2.88,1.225,1.355,0.2,1.725,0.59,6.065,4.045,10.5,25.765,7.11,0.525,0.5,0.48,0.555,2.88,1.225,1.46,1.445,1.815,0.625,100.0,96.0,5.0,76.5,7.5,99.0,100.0,100.0,15.5,100.0,100.0,92.5,13.5,95.0,95.0
642,E00024094,37.9,8.833,31.103,9.167,6.797,12.323,1.623,4.893,2.91,0.523,4.24,2.56,0.44,8.683,3.2,0.55,0.44,0.597,0.033,3.6,1.297,1.633,0.197,1.073,0.523,4.24,3.153,3.95,19.33,6.803,0.59,0.44,0.597,0.287,3.6,1.297,3.103,1.04,1.443,0.707,100.0,81.0,3.667,40.0,47.667,94.0,100.0,100.0,12.333,100.0,100.0,59.0,19.0,74.333,74.333
643,E00024095,40.3,11.22,32.377,12.5,7.927,10.883,1.753,4.707,3.063,0.747,4.78,3.147,0.913,5.893,4.077,0.637,0.497,0.557,0.067,3.387,1.323,1.597,0.06,1.407,0.747,4.78,3.42,11.5,13.6,7.07,0.637,0.497,0.557,0.357,3.387,1.323,2.153,0.927,1.54,0.823,100.0,90.333,7.333,25.333,57.0,100.0,100.0,100.0,18.0,100.0,100.0,75.333,6.667,90.333,90.333
644,E00024096,32.767,8.74,26.56,9.167,6.207,9.13,1.643,4.497,2.037,0.517,3.967,2.24,0.527,4.51,4.093,0.633,0.413,0.553,0.037,3.347,1.153,0.977,0.113,0.953,0.517,3.98,2.86,10.327,10.753,6.153,0.667,0.413,0.553,0.303,3.347,1.153,1.98,0.617,1.31,0.737,99.667,77.333,5.0,28.333,59.333,95.0,100.0,100.0,12.333,100.0,100.0,56.667,8.0,71.667,71.667
645,E00024097,30.157,8.56,25.636,7.5,4.52,8.063,1.679,4.82,2.064,0.453,2.924,1.597,0.504,3.501,4.054,0.554,0.453,0.606,0.063,3.667,1.15,1.29,0.037,0.739,0.453,2.924,2.454,8.386,12.379,6.703,0.563,0.453,0.606,0.311,3.667,1.15,2.496,0.68,1.163,0.731,100.0,62.714,4.429,18.286,61.286,98.857,100.0,100.0,20.429,100.0,100.0,48.714,4.857,61.143,61.143
646,E00024098,47.96,3.762,38.172,3.5,9.788,23.464,1.608,4.744,3.86,0.734,5.834,3.958,0.236,23.106,0.122,0.588,0.436,0.548,0.038,3.312,1.432,1.742,0.334,1.784,0.734,5.834,4.082,4.8,25.944,1.164,0.588,0.436,0.548,0.446,3.312,1.432,1.886,1.454,1.838,0.756,100.0,97.2,2.0,89.2,2.0,100.0,100.0,100.0,8.8,100.0,100.0,92.4,20.4,97.2,97.2
647,E00024099,25.75,8.125,22.38,7.5,3.37,5.635,1.38,4.525,1.98,0.73,2.025,1.35,0.615,0.435,4.585,0.445,0.34,0.58,0.015,3.52,1.005,1.35,0.005,0.625,0.73,2.045,1.95,9.145,14.995,5.29,0.465,0.34,0.58,0.15,3.52,1.005,3.02,0.17,0.965,1.135,99.0,69.0,7.0,3.5,86.5,96.0,100.0,100.0,10.5,100.0,100.0,44.0,1.0,64.5,64.5
648,E00024100,29.225,6.232,24.675,6.25,4.55,9.99,1.648,4.665,1.772,0.368,2.972,1.578,0.335,5.4,4.255,0.602,0.43,0.588,0.025,3.557,1.11,1.012,0.073,0.69,0.368,3.0,2.288,5.932,13.075,4.512,0.62,0.43,0.588,0.185,3.557,1.11,2.148,0.462,1.085,0.685,98.0,58.25,2.5,22.0,70.0,97.25,100.0,100.0,7.75,100.0,100.0,49.0,6.25,55.0,55.0
649,E00024101,32.8,11.212,26.95,10.0,5.848,6.15,1.668,4.5,2.825,0.595,3.59,2.26,1.128,1.83,3.198,0.558,0.425,0.56,0.122,3.388,1.11,1.628,0.16,1.04,0.595,3.59,2.728,7.462,17.562,4.093,0.565,0.425,0.56,0.248,3.388,1.11,2.51,0.828,1.28,0.78,100.0,77.75,9.75,9.75,58.5,98.5,100.0,100.0,32.0,100.0,100.0,64.75,7.5,76.0,76.0
650,E00024103,31.45,8.902,26.25,8.75,5.2,7.002,1.8,5.268,2.732,0.548,3.198,2.002,0.378,0.945,5.682,0.653,0.46,0.658,0.03,3.978,1.288,1.802,0.008,0.92,0.548,3.242,2.575,6.0,11.22,6.78,0.668,0.46,0.658,0.198,3.978,1.288,2.942,0.292,1.23,0.768,98.5,76.0,3.25,6.25,82.75,97.25,100.0,100.0,11.0,100.0,100.0,58.25,1.0,73.5,73.5
651,E00024104,38.8,12.255,32.583,13.333,6.217,10.287,1.893,5.627,2.017,0.505,4.207,2.012,0.71,7.967,1.61,0.667,0.432,0.682,0.113,4.125,1.502,1.107,0.047,0.862,0.505,4.207,3.15,9.0,21.723,6.907,0.673,0.432,0.682,0.27,4.125,1.502,3.155,0.51,1.417,0.847,100.0,62.5,6.667,36.5,23.667,99.333,100.0,100.0,40.667,100.0,100.0,37.5,7.5,59.167,59.167
652,E00024105,46.1,15.93,36.56,17.5,9.54,10.525,1.815,4.64,2.765,0.885,5.935,3.605,0.875,8.47,1.185,0.54,0.535,0.54,0.205,3.26,1.38,0.98,0.205,1.575,0.885,5.935,4.2,13.5,24.83,7.435,0.555,0.535,0.54,0.41,3.26,1.38,1.265,1.7,1.91,1.075,100.0,86.0,6.5,34.0,16.0,97.0,100.0,100.0,49.5,100.0,100.0,78.0,12.0,82.5,82.5
653,E00024106,23.4,8.06,20.9,7.5,2.5,5.52,1.395,4.8,0.925,0.21,1.86,0.64,0.3,0.5,4.725,0.455,0.305,0.63,0.005,3.795,1.0,0.63,0.005,0.29,0.21,1.875,1.71,10.26,11.745,5.14,0.47,0.305,0.63,0.175,3.795,1.0,2.695,0.125,0.87,0.615,99.0,38.5,3.0,4.5,92.0,97.0,100.0,100.0,3.5,100.0,100.0,23.5,2.0,34.5,34.5
654,E00024107,27.814,7.884,23.471,7.5,4.343,6.917,1.564,4.644,1.934,0.523,2.696,1.644,0.557,2.091,4.271,0.591,0.36,0.586,0.024,3.541,1.103,1.24,0.014,0.679,0.523,2.74,2.246,8.123,12.979,5.77,0.654,0.36,0.586,0.166,3.541,1.103,2.75,0.417,1.051,0.84,98.286,72.857,5.714,13.429,74.429,90.857,100.0,100.0,12.143,100.0,100.0,47.571,2.857,63.286,63.714
655,E00024108,37.063,10.745,29.954,10.625,7.108,9.802,1.66,4.539,2.582,0.626,4.402,2.707,0.346,5.314,4.143,0.669,0.419,0.549,0.023,3.323,1.214,1.237,0.125,1.221,0.626,4.42,3.142,5.287,12.208,5.472,0.682,0.419,0.549,0.148,3.323,1.214,1.758,0.546,1.457,0.783,99.312,83.094,2.969,23.844,66.656,98.375,100.0,100.0,9.469,100.0,100.0,69.125,7.031,80.75,81.094
656,E00024109,70.13,20.332,51.6,20.088,18.53,18.426,3.394,5.798,3.17,0.481,13.52,5.009,0.892,17.452,0.083,1.14,0.777,0.609,0.868,3.687,2.111,0.918,0.2,2.053,0.481,13.52,5.683,5.125,29.243,1.87,1.166,0.777,0.609,1.268,3.687,2.111,1.258,1.123,2.394,0.574,100.0,87.193,6.737,47.544,1.193,98.596,100.0,100.0,51.439,100.0,100.0,77.895,6.333,85.018,85.018
657,E00024110,31.448,6.087,25.427,6.522,6.022,11.099,1.452,3.79,2.356,0.639,3.616,2.406,0.203,9.966,0.932,0.622,0.348,0.467,0.015,2.835,0.955,1.097,0.206,1.052,0.639,3.629,2.65,5.668,13.703,3.792,0.671,0.348,0.467,0.119,2.835,0.955,1.454,0.871,1.244,0.78,99.783,89.0,2.565,77.674,14.13,93.891,100.0,100.0,8.696,100.0,100.0,77.717,18.783,82.174,82.283
658,E00024112,49.276,6.291,37.315,6.361,11.96,21.481,1.958,4.206,2.81,0.568,8.049,3.912,0.468,20.884,0.13,0.777,0.525,0.474,0.181,2.876,1.33,0.817,0.341,1.652,0.568,8.05,4.299,5.537,24.611,3.079,0.794,0.525,0.474,0.412,2.876,1.33,0.965,1.369,1.859,0.642,100.0,89.956,4.1,81.489,2.322,97.156,100.0,100.0,16.222,100.0,100.0,79.278,17.889,86.589,86.589
659,E00024113,52.139,10.536,39.184,11.136,12.956,18.205,2.325,4.419,3.089,0.609,8.886,4.068,0.822,17.173,0.212,0.957,0.562,0.488,0.318,2.957,1.463,0.989,0.412,1.689,0.609,8.887,4.463,7.598,25.871,4.154,0.989,0.562,0.488,0.577,2.957,1.463,1.202,1.915,1.915,0.691,100.0,90.737,7.152,66.354,3.566,97.384,100.0,100.0,30.182,100.0,100.0,80.828,17.758,86.909,86.909
660,E00024114,40.976,9.393,31.606,9.47,9.37,12.71,1.959,4.111,2.949,0.484,6.372,2.998,0.733,10.105,1.872,0.745,0.488,0.476,0.249,2.883,1.227,1.26,0.396,1.295,0.484,6.382,3.454,5.3,16.469,3.648,0.756,0.488,0.476,0.474,2.883,1.227,1.586,1.311,1.528,0.6,99.636,84.636,7.03,46.303,28.545,98.424,100.0,100.0,25.152,100.0,100.0,76.939,14.424,82.848,83.03
661,E00024115,61.133,17.409,45.842,17.708,15.291,16.858,2.897,5.052,3.007,0.622,10.68,4.61,1.376,15.334,0.148,1.003,0.696,0.542,0.656,3.277,1.774,0.791,0.378,1.837,0.622,10.681,5.203,6.897,26.563,3.366,1.08,0.696,0.542,0.963,3.277,1.774,1.092,1.714,2.251,0.76,100.0,88.528,11.25,51.083,2.389,93.75,100.0,100.0,46.861,100.0,100.0,69.778,15.111,81.25,81.25
662,E00024116,67.225,21.689,50.294,21.016,16.931,16.297,3.178,5.351,3.16,0.62,12.04,4.89,1.171,14.872,0.253,1.189,0.752,0.573,0.664,3.465,1.885,0.888,0.288,1.985,0.62,12.04,5.523,7.943,30.289,4.323,1.229,0.752,0.573,1.002,3.465,1.885,1.19,1.916,2.336,0.734,100.0,84.578,8.594,42.719,3.328,96.156,100.0,100.0,54.125,100.0,100.0,70.688,9.297,80.031,80.031
663,E00024117,57.828,16.899,43.774,16.914,14.054,15.884,2.808,4.949,2.773,0.462,10.035,4.018,1.184,14.497,0.204,1.073,0.673,0.536,0.527,3.245,1.705,0.889,0.275,1.607,0.462,10.035,4.777,7.998,27.668,4.0,1.129,0.673,0.536,0.844,3.245,1.705,1.221,1.914,2.024,0.586,100.0,79.906,9.859,47.562,3.094,95.328,100.0,100.0,49.594,100.0,100.0,61.719,11.156,74.156,74.156
664,E00024118,64.032,20.137,47.52,20.0,16.512,15.639,3.216,5.207,2.814,0.506,12.024,4.487,1.389,14.118,0.133,1.132,0.732,0.554,0.8,3.351,1.856,0.799,0.193,1.822,0.506,12.024,5.29,6.954,28.046,3.149,1.171,0.732,0.554,1.177,3.351,1.856,1.092,1.572,2.237,0.63,100.0,84.635,10.778,43.254,2.206,97.841,100.0,100.0,54.762,100.0,100.0,69.794,7.444,81.571,81.571
665,E00024119,57.757,12.25,43.469,12.188,14.288,20.904,2.337,4.585,2.857,0.535,9.963,4.326,0.699,20.012,0.194,0.837,0.646,0.503,0.35,3.046,1.539,0.752,0.342,1.764,0.535,9.963,4.844,5.387,28.421,2.472,0.871,0.646,0.503,0.759,3.046,1.539,0.897,1.529,2.001,0.608,100.0,87.05,5.65,62.575,2.9,94.775,100.0,100.0,34.55,100.0,100.0,72.175,13.275,81.65,81.65
666,E00024121,53.423,5.992,41.209,7.016,12.214,24.686,1.843,4.741,3.252,0.696,7.705,4.508,0.26,24.352,0.074,0.76,0.505,0.541,0.037,3.278,1.46,0.947,0.344,1.958,0.696,7.706,4.685,4.583,27.013,2.426,0.778,0.505,0.541,0.172,3.278,1.46,1.051,1.34,2.1,0.747,100.0,96.355,2.452,87.0,1.161,97.129,100.0,100.0,11.871,100.0,100.0,82.71,14.871,93.161,93.161
