,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
600,E00023904,35.313,21.883,21.062,31.73,25.128,42.048,0.244,0.151,0.146,0.219,0.174,0.291,0.029,0.029,0.031,0.045,0.031,0.029,1.225,19.918,12.327,11.918,17.878,14.204,23.755,62.276,38.592,37.144,55.957,44.314,74.154,312.437,0.43,0.267,0.257,0.387,0.306,0.513,2.159
601,E00023847,84.476,75.64,38.764,58.526,44.322,112.443,1.531,1.371,0.703,1.061,0.803,2.038,0.18,0.267,0.15,0.216,0.142,0.203,7.507,20.394,18.263,9.365,14.133,10.697,27.148,148.977,133.394,68.362,103.213,78.164,198.298,730.409,2.7,2.418,1.239,1.871,1.417,3.594,13.237
602,E00023985,167.285,97.846,91.82,92.853,113.151,194.465,1.822,1.066,1.0,1.011,1.232,2.118,0.214,0.207,0.214,0.206,0.219,0.211,8.249,22.088,12.923,12.123,12.256,14.935,25.676,295.014,172.556,161.929,163.75,199.547,342.948,1335.744,3.213,1.879,1.764,1.783,2.173,3.735,14.548
603,E00023835,334.207,206.551,192.816,196.261,222.12,402.539,2.576,1.592,1.486,1.513,1.712,3.102,0.303,0.31,0.317,0.309,0.304,0.309,11.981,21.501,13.288,12.403,12.628,14.289,25.891,589.389,364.262,340.04,346.115,391.718,709.895,2741.419,4.543,2.807,2.621,2.668,3.019,5.471,21.129
604,E00175227,144.198,74.245,71.673,62.473,88.996,176.304,1.409,0.725,0.7,0.61,0.87,1.723,0.166,0.141,0.149,0.124,0.154,0.172,6.037,23.339,12.009,11.595,10.104,14.411,28.541,254.3,130.934,126.398,110.174,156.948,310.92,1089.675,2.485,1.279,1.235,1.077,1.534,3.038,10.647
605,E00023955,454.289,257.249,254.348,258.342,293.359,534.66,3.166,1.793,1.773,1.801,2.045,3.727,0.373,0.349,0.379,0.367,0.363,0.371,14.305,22.132,12.534,12.394,12.59,14.296,26.054,801.159,453.67,448.554,455.598,517.352,942.897,3619.228,5.584,3.162,3.127,3.176,3.606,6.572,25.227
606,E00023528,176.326,109.989,99.199,95.789,119.333,208.88,2.075,1.294,1.167,1.127,1.404,2.458,0.244,0.252,0.249,0.23,0.249,0.245,9.525,21.785,13.585,12.252,11.832,14.74,25.806,310.959,193.97,174.942,168.928,210.449,368.369,1427.617,3.659,2.282,2.058,1.988,2.476,4.334,16.798
607,E00175249,501.14,269.096,282.024,247.806,357.904,585.564,1.146,0.615,0.645,0.567,0.818,1.339,0.135,0.12,0.138,0.116,0.145,0.133,5.13,22.339,11.988,12.573,11.053,15.945,26.101,883.783,474.563,497.362,437.017,631.179,1032.668,3956.571,2.02,1.085,1.137,0.999,1.443,2.361,9.045
608,E00023933,522.691,281.16,286.287,271.212,347.957,589.833,2.486,1.337,1.361,1.29,1.655,2.805,0.293,0.26,0.291,0.263,0.294,0.279,10.934,22.736,12.228,12.447,11.798,15.136,25.654,921.789,495.838,504.88,478.294,613.638,1040.197,4054.635,4.384,2.358,2.401,2.275,2.918,4.947,19.282
609,E00175254,72.429,34.568,38.435,37.364,46.742,84.111,0.806,0.385,0.428,0.416,0.52,0.936,0.095,0.075,0.091,0.085,0.092,0.093,3.491,23.088,11.028,12.26,11.916,14.895,26.812,127.732,60.962,67.782,65.893,82.432,148.333,553.134,1.421,0.678,0.754,0.733,0.917,1.65,6.153
610,E00023828,342.314,191.169,191.087,188.293,230.739,414.841,2.129,1.189,1.188,1.171,1.435,2.58,0.251,0.231,0.254,0.239,0.255,0.257,9.692,21.967,12.268,12.258,12.082,14.806,26.62,603.686,337.135,336.99,332.063,406.918,731.59,2748.383,3.754,2.096,2.096,2.065,2.53,4.549,17.091
611,E00023608,106.151,59.107,48.074,55.204,58.263,116.195,1.036,0.577,0.469,0.539,0.568,1.134,0.122,0.112,0.1,0.11,0.101,0.113,4.323,23.965,13.347,10.849,12.468,13.139,26.232,187.202,104.238,84.781,97.355,102.749,204.915,781.239,1.826,1.017,0.827,0.95,1.002,1.999,7.621
612,E00175192,371.832,183.965,193.402,173.091,219.008,408.064,2.722,1.347,1.416,1.267,1.603,2.988,0.32,0.262,0.302,0.258,0.284,0.298,11.343,23.997,11.875,12.483,11.17,14.132,26.342,655.742,324.43,341.073,305.254,386.23,719.639,2732.368,4.801,2.375,2.497,2.235,2.828,5.269,20.005
613,E00023689,182.099,95.193,96.761,84.392,126.964,224.176,0.763,0.399,0.406,0.354,0.532,0.94,0.09,0.078,0.087,0.072,0.094,0.094,3.394,22.481,11.756,11.962,10.43,15.675,27.696,321.14,167.877,170.642,148.829,223.907,395.344,1427.739,1.346,0.704,0.715,0.624,0.938,1.657,5.984
614,E00023538,93.905,62.175,50.816,60.701,55.964,108.231,0.278,0.184,0.151,0.18,0.166,0.321,0.033,0.036,0.032,0.037,0.029,0.032,1.28,21.719,14.375,11.797,14.062,12.969,25.078,165.606,109.648,89.616,107.049,98.695,190.87,761.484,0.491,0.325,0.266,0.317,0.292,0.566,2.257
615,E00023571,141.631,90.656,70.523,82.637,90.407,171.246,1.418,0.908,0.706,0.827,0.905,1.714,0.167,0.177,0.151,0.169,0.161,0.171,6.478,21.889,14.017,10.898,12.766,13.97,26.459,249.773,159.876,124.37,145.734,159.437,302.0,1141.189,2.5,1.601,1.245,1.459,1.596,3.023,11.424
616,E00023902,82.145,53.464,40.09,66.529,44.259,88.294,0.349,0.227,0.17,0.283,0.188,0.375,0.041,0.044,0.036,0.058,0.033,0.037,1.592,21.922,14.259,10.678,17.776,11.809,23.555,144.866,94.286,70.7,117.327,78.053,155.71,660.943,0.616,0.401,0.301,0.499,0.332,0.662,2.81
617,E00024006,202.68,124.39,126.905,114.566,151.447,244.29,1.846,1.133,1.156,1.043,1.379,2.225,0.217,0.22,0.247,0.213,0.245,0.222,8.782,21.02,12.901,13.163,11.877,15.703,25.336,357.435,219.367,223.803,202.042,267.083,430.816,1700.547,3.255,1.998,2.038,1.84,2.433,3.924,15.488
618,E00023449,164.815,125.138,93.48,123.451,116.983,203.964,0.905,0.687,0.513,0.678,0.642,1.12,0.107,0.134,0.11,0.138,0.114,0.112,4.545,19.912,15.116,11.287,14.917,14.125,24.642,290.659,220.686,164.856,217.711,206.305,359.7,1459.916,1.596,1.212,0.905,1.196,1.133,1.975,8.018
619,E00023929,849.961,444.466,502.98,436.365,644.299,872.886,2.933,1.534,1.736,1.506,2.223,3.012,0.345,0.298,0.371,0.307,0.394,0.3,12.944,22.659,11.851,13.412,11.635,17.174,23.269,1498.944,783.835,887.027,769.549,1136.25,1539.373,6614.978,5.173,2.705,3.061,2.656,3.921,5.312,22.827
620,E00023421,39.449,32.955,27.899,26.062,30.466,57.022,0.53,0.443,0.375,0.35,0.41,0.767,0.062,0.086,0.08,0.071,0.073,0.076,2.875,18.435,15.409,13.043,12.174,14.261,26.678,69.57,58.118,49.201,45.961,53.728,100.561,377.139,0.935,0.781,0.661,0.618,0.722,1.352,5.071
621,E00023843,387.623,258.875,193.904,206.853,228.999,483.485,2.904,1.94,1.453,1.55,1.716,3.623,0.342,0.377,0.31,0.316,0.304,0.361,13.186,22.023,14.713,11.019,11.755,13.014,27.476,683.59,456.537,341.958,364.794,403.85,852.647,3103.377,5.122,3.421,2.562,2.733,3.026,6.389,23.252
622,E00023561,114.386,77.822,59.298,62.467,58.737,135.995,1.026,0.698,0.532,0.56,0.527,1.22,0.121,0.136,0.114,0.114,0.094,0.122,4.563,22.485,15.297,11.659,12.273,11.549,26.737,201.725,137.243,104.575,110.163,103.585,239.833,897.124,1.81,1.231,0.938,0.988,0.929,2.151,8.048
623,E00175205,77.267,54.247,38.796,47.578,43.008,93.127,0.775,0.544,0.389,0.477,0.431,0.934,0.091,0.106,0.083,0.097,0.076,0.093,3.55,21.831,15.324,10.958,13.437,12.141,26.31,136.264,95.667,68.418,83.906,75.847,164.234,624.335,1.366,0.959,0.686,0.841,0.761,1.647,6.26
624,E00023537,46.11,29.443,25.073,33.834,29.519,55.088,0.42,0.268,0.228,0.308,0.269,0.502,0.049,0.052,0.049,0.063,0.048,0.05,1.995,21.053,13.434,11.429,15.439,13.484,25.163,81.317,51.924,44.217,59.668,52.058,97.15,386.334,0.741,0.473,0.403,0.543,0.474,0.885,3.518
625,E00023951,123.347,67.638,77.006,68.12,98.012,135.324,1.525,0.836,0.952,0.842,1.211,1.673,0.179,0.163,0.203,0.172,0.215,0.167,7.039,21.665,11.877,13.525,11.962,17.204,23.768,217.528,119.283,135.803,120.133,172.848,238.65,1004.245,2.689,1.474,1.679,1.485,2.136,2.95,12.412
626,E00024116,541.269,290.946,274.333,292.607,347.866,629.019,1.821,0.979,0.923,0.984,1.17,2.116,0.214,0.19,0.197,0.201,0.208,0.211,7.993,22.782,12.248,11.548,12.311,14.638,26.473,954.552,513.096,483.798,516.025,613.477,1109.303,4190.251,3.211,1.726,1.628,1.736,2.064,3.732,14.096
627,E00023660,125.854,72.334,58.572,55.377,65.128,161.107,0.846,0.486,0.394,0.372,0.438,1.082,0.1,0.095,0.084,0.076,0.078,0.108,3.618,23.383,13.433,10.89,10.282,12.106,29.906,221.949,127.564,103.294,97.66,114.856,284.119,949.443,1.491,0.857,0.694,0.656,0.772,1.909,6.379
628,E00175228,109.627,57.956,59.083,50.141,76.05,129.681,1.251,0.662,0.674,0.572,0.868,1.48,0.147,0.129,0.144,0.117,0.154,0.147,5.507,22.717,12.021,12.239,10.387,15.762,26.875,193.332,102.208,104.195,88.426,134.118,228.698,850.977,2.207,1.167,1.189,1.009,1.531,2.61,9.713
629,E00023450,109.712,69.81,60.316,58.745,61.209,127.51,0.555,0.353,0.305,0.297,0.31,0.645,0.065,0.069,0.065,0.061,0.055,0.064,2.465,22.515,14.32,12.373,12.049,12.576,26.166,193.482,123.113,106.37,103.599,107.945,224.87,859.379,0.979,0.623,0.538,0.524,0.546,1.138,4.35
630,E00023638,119.439,72.256,67.997,69.741,90.8,146.594,1.698,1.027,0.967,0.992,1.291,2.084,0.2,0.2,0.207,0.202,0.229,0.208,8.059,21.07,12.744,11.999,12.309,16.019,25.859,210.636,127.427,119.916,122.991,160.13,258.525,999.624,2.995,1.812,1.705,1.749,2.277,3.676,14.214
631,E00023966,84.189,48.752,49.043,51.423,56.069,109.368,0.778,0.451,0.453,0.476,0.518,1.011,0.092,0.088,0.097,0.097,0.092,0.101,3.687,21.101,12.232,12.286,12.91,14.049,27.421,148.471,85.976,86.489,90.687,98.88,192.875,703.379,1.373,0.795,0.8,0.839,0.914,1.784,6.504
632,E00024018,39.721,19.828,17.159,20.691,21.705,43.812,0.613,0.306,0.265,0.319,0.335,0.676,0.072,0.06,0.057,0.065,0.059,0.067,2.514,24.383,12.172,10.541,12.689,13.325,26.889,70.05,34.968,30.261,36.489,38.278,77.264,287.31,1.081,0.54,0.467,0.563,0.591,1.193,4.435
633,E00023585,133.953,81.765,75.09,85.253,92.702,144.831,0.878,0.536,0.492,0.559,0.608,0.95,0.103,0.104,0.105,0.114,0.108,0.095,4.023,21.825,13.323,12.23,13.895,15.113,23.614,236.232,144.196,132.425,150.347,163.484,255.416,1082.1,1.549,0.945,0.868,0.986,1.072,1.675,7.095
634,E00175234,135.902,85.531,82.886,84.739,94.042,134.809,1.432,0.902,0.874,0.893,0.991,1.421,0.169,0.175,0.187,0.182,0.176,0.142,6.513,21.987,13.849,13.419,13.711,15.216,21.818,239.669,150.838,146.173,149.441,165.847,237.742,1089.71,2.526,1.59,1.541,1.575,1.748,2.506,11.486
635,E00023477,197.834,123.779,120.702,123.006,142.697,229.666,1.694,1.06,1.034,1.053,1.222,1.967,0.199,0.206,0.221,0.215,0.217,0.196,8.03,21.096,13.2,12.877,13.113,15.218,24.496,348.889,218.29,212.863,216.927,251.652,405.026,1653.647,2.987,1.869,1.823,1.858,2.155,3.468,14.16
636,E00023702,63.968,39.155,34.713,36.164,45.829,76.09,0.587,0.359,0.318,0.332,0.42,0.698,0.069,0.07,0.068,0.068,0.075,0.07,2.714,21.629,13.228,11.717,12.233,15.475,25.718,112.81,69.052,61.218,63.777,80.821,134.188,521.866,1.035,0.634,0.562,0.585,0.742,1.231,4.788
637,E00023783,52.991,31.228,22.548,37.02,28.856,59.739,0.523,0.308,0.223,0.366,0.285,0.59,0.062,0.06,0.048,0.075,0.051,0.059,2.295,22.789,13.42,9.717,15.948,12.418,25.708,93.452,55.072,39.764,65.286,50.889,105.352,409.816,0.923,0.544,0.393,0.645,0.503,1.041,4.048
638,E00024087,42.491,29.622,22.805,24.825,23.273,53.872,0.411,0.287,0.221,0.24,0.225,0.522,0.048,0.056,0.047,0.049,0.04,0.052,1.906,21.563,15.058,11.595,12.592,11.805,27.387,74.935,52.24,40.218,43.78,41.043,95.006,347.221,0.725,0.506,0.389,0.424,0.397,0.92,3.362
639,E00023980,12.217,4.7,6.09,6.043,5.688,14.112,0.185,0.071,0.092,0.092,0.086,0.214,0.022,0.014,0.02,0.019,0.015,0.021,0.74,25.0,9.595,12.432,12.432,11.622,28.919,21.545,8.289,10.74,10.657,10.031,24.887,86.149,0.327,0.126,0.163,0.162,0.152,0.378,1.307
640,E00175261,35.298,18.619,16.966,23.083,14.14,40.82,0.321,0.169,0.154,0.21,0.129,0.371,0.038,0.033,0.033,0.043,0.023,0.037,1.354,23.708,12.482,11.374,15.51,9.527,27.4,62.25,32.835,29.92,40.708,24.937,71.988,262.638,0.566,0.299,0.272,0.37,0.227,0.655,2.39
641,E00023774,42.28,24.996,25.16,30.244,21.288,52.81,0.364,0.215,0.216,0.26,0.183,0.454,0.043,0.042,0.046,0.053,0.032,0.045,1.692,21.513,12.707,12.766,15.366,10.816,26.832,74.563,44.082,44.371,53.337,37.542,93.133,347.027,0.641,0.379,0.382,0.459,0.323,0.801,2.985
642,E00023870,57.535,35.257,31.772,38.958,40.513,62.159,0.432,0.265,0.239,0.293,0.305,0.467,0.051,0.052,0.051,0.06,0.054,0.047,2.001,21.589,13.243,11.944,14.643,15.242,23.338,101.466,62.177,56.031,68.704,71.446,109.62,469.445,0.763,0.467,0.421,0.516,0.537,0.824,3.529
643,E00175189,537.882,282.428,274.938,272.079,329.215,643.359,2.647,1.39,1.353,1.339,1.62,3.167,0.312,0.27,0.289,0.273,0.287,0.316,11.516,22.985,12.07,11.749,11.627,14.067,27.501,948.579,498.074,484.865,479.823,580.585,1134.592,4126.519,4.669,2.451,2.386,2.362,2.858,5.584,20.31
644,E00023498,233.428,137.297,135.882,132.749,157.258,270.88,1.859,1.094,1.082,1.057,1.253,2.158,0.219,0.213,0.231,0.216,0.222,0.215,8.503,21.863,12.866,12.725,12.431,14.736,25.379,411.661,242.129,239.634,234.109,277.331,477.709,1882.573,3.279,1.929,1.909,1.865,2.209,3.805,14.997
645,E00023558,137.301,77.125,86.215,72.548,112.657,153.126,1.211,0.68,0.761,0.64,0.994,1.351,0.143,0.132,0.163,0.131,0.176,0.135,5.637,21.483,12.063,13.5,11.354,17.633,23.967,242.136,136.013,152.044,127.942,198.676,270.044,1126.855,2.136,1.2,1.341,1.129,1.753,2.382,9.941
646,E00024032,240.426,141.584,163.799,133.791,201.628,271.144,1.508,0.888,1.028,0.839,1.265,1.701,0.177,0.173,0.22,0.171,0.224,0.169,7.229,20.86,12.284,14.221,11.606,17.499,23.53,424.002,249.69,288.867,235.946,355.58,478.174,2032.259,2.66,1.566,1.812,1.48,2.231,3.0,12.749
647,E00023486,209.24,129.779,123.306,118.335,145.518,239.38,1.641,1.018,0.967,0.928,1.141,1.877,0.193,0.198,0.207,0.189,0.202,0.187,7.572,21.672,13.444,12.771,12.256,15.069,24.789,369.004,228.871,217.456,208.689,256.627,422.157,1702.804,2.893,1.794,1.705,1.636,2.012,3.31,13.351
648,E00023419,64.085,46.949,38.504,41.26,42.342,86.589,0.388,0.284,0.233,0.25,0.257,0.525,0.046,0.055,0.05,0.051,0.046,0.052,1.937,20.031,14.662,12.029,12.907,13.268,27.104,113.017,82.797,67.904,72.764,74.672,152.704,563.856,0.685,0.502,0.411,0.441,0.452,0.925,3.416
649,E00023997,80.195,50.238,46.2,46.37,58.164,108.463,1.09,0.683,0.628,0.63,0.791,1.474,0.128,0.133,0.134,0.129,0.14,0.147,5.296,20.582,12.897,11.858,11.896,14.936,27.832,141.427,88.597,81.476,81.776,102.575,191.279,687.13,1.922,1.204,1.107,1.112,1.394,2.6,9.34
650,E00023900,49.615,41.146,28.551,47.028,29.569,53.814,0.741,0.615,0.426,0.702,0.442,0.804,0.087,0.12,0.091,0.143,0.078,0.08,3.73,19.866,16.488,11.421,18.82,11.85,21.555,87.498,72.563,50.351,82.936,52.146,94.903,440.398,1.307,1.084,0.752,1.239,0.779,1.417,6.578
651,E00023891,245.253,183.259,132.488,174.016,164.236,286.334,0.857,0.64,0.463,0.608,0.574,1.0,0.101,0.124,0.099,0.124,0.102,0.1,4.142,20.69,15.451,11.178,14.679,13.858,24.143,432.514,323.185,233.648,306.885,289.637,504.963,2090.833,1.511,1.129,0.816,1.072,1.012,1.764,7.303
652,E00023810,35.571,18.512,19.631,26.296,21.001,38.348,0.305,0.159,0.168,0.225,0.18,0.329,0.036,0.031,0.036,0.046,0.032,0.033,1.366,22.328,11.64,12.299,16.471,13.177,24.085,62.731,32.647,34.62,46.374,37.036,67.628,281.037,0.538,0.28,0.297,0.398,0.318,0.58,2.41
653,E00023432,20.616,11.095,10.349,10.292,14.203,28.349,0.146,0.078,0.073,0.073,0.1,0.2,0.017,0.015,0.016,0.015,0.018,0.02,0.67,21.791,11.642,10.896,10.896,14.925,29.851,36.357,19.567,18.251,18.15,25.048,49.995,167.367,0.257,0.138,0.129,0.128,0.177,0.353,1.181
654,E00023844,575.277,381.284,289.755,305.012,351.453,753.873,3.219,2.134,1.622,1.707,1.967,4.219,0.379,0.415,0.346,0.348,0.349,0.42,14.868,21.651,14.353,10.909,11.481,13.23,28.376,1014.526,672.411,510.996,537.902,619.803,1329.488,4685.127,5.677,3.763,2.86,3.01,3.468,7.44,26.218
655,E00023613,115.109,68.818,72.906,72.432,84.209,110.485,1.242,0.743,0.787,0.782,0.909,1.192,0.146,0.144,0.168,0.16,0.161,0.119,5.655,21.963,13.139,13.917,13.828,16.074,21.079,203.0,121.364,128.573,127.737,148.506,194.845,924.025,2.19,1.31,1.387,1.378,1.602,2.103,9.971
656,E00023692,59.052,31.321,32.458,39.397,40.824,67.812,0.572,0.303,0.314,0.382,0.395,0.657,0.067,0.059,0.067,0.078,0.07,0.065,2.623,21.807,11.552,11.971,14.563,15.059,25.048,104.141,55.236,57.241,69.478,71.995,119.589,477.681,1.009,0.535,0.554,0.673,0.697,1.158,4.627
657,E00023903,49.334,36.332,27.816,46.409,28.355,56.586,0.345,0.254,0.195,0.325,0.198,0.396,0.041,0.049,0.042,0.066,0.035,0.039,1.713,20.14,14.828,11.384,18.973,11.559,23.117,87.003,64.073,49.055,81.844,50.005,99.792,431.772,0.609,0.448,0.343,0.572,0.35,0.698,3.02
658,E00175236,112.71,71.978,62.583,58.319,71.924,112.967,1.138,0.726,0.632,0.589,0.726,1.14,0.134,0.141,0.135,0.12,0.129,0.114,4.951,22.985,14.664,12.765,11.897,14.664,23.026,198.769,126.936,110.368,102.848,126.841,199.222,864.985,2.006,1.281,1.114,1.038,1.28,2.011,8.73
659,E00023665,186.887,122.603,113.744,104.516,135.652,228.339,1.326,0.87,0.807,0.742,0.963,1.62,0.156,0.169,0.172,0.151,0.171,0.161,6.328,20.954,13.748,12.753,11.726,15.218,25.601,329.583,216.216,200.593,184.319,239.228,402.686,1572.625,2.339,1.534,1.423,1.308,1.697,2.857,11.158
660,E00023869,75.344,50.959,37.996,51.569,43.315,91.46,0.555,0.375,0.28,0.38,0.319,0.673,0.065,0.073,0.06,0.078,0.057,0.067,2.582,21.495,14.524,10.844,14.717,12.355,26.065,132.872,89.868,67.008,90.944,76.388,161.294,618.374,0.978,0.662,0.493,0.669,0.562,1.187,4.552
661,E00023650,90.248,51.388,51.327,70.428,61.106,121.589,0.888,0.505,0.505,0.693,0.601,1.196,0.105,0.098,0.108,0.141,0.107,0.119,4.388,20.237,11.509,11.509,15.793,13.696,27.256,159.156,90.625,90.517,124.203,107.763,214.428,786.692,1.565,0.891,0.89,1.222,1.06,2.109,7.738
662,E00023614,119.933,62.859,54.265,75.031,66.657,127.944,0.897,0.47,0.406,0.561,0.499,0.957,0.106,0.091,0.087,0.114,0.089,0.095,3.79,23.668,12.401,10.712,14.802,13.166,25.251,211.507,110.855,95.699,132.32,117.553,225.635,893.568,1.582,0.829,0.716,0.99,0.879,1.688,6.684
663,E00023695,90.501,54.115,48.291,50.503,59.298,114.738,0.936,0.56,0.499,0.522,0.613,1.187,0.11,0.109,0.107,0.106,0.109,0.118,4.317,21.682,12.972,11.559,12.092,14.2,27.496,159.603,95.434,85.163,89.064,104.575,202.346,736.184,1.651,0.987,0.881,0.921,1.082,2.093,7.615
664,E00175219,155.285,94.963,73.331,93.142,103.962,169.413,0.894,0.546,0.422,0.536,0.598,0.975,0.105,0.106,0.09,0.109,0.106,0.097,3.971,22.513,13.75,10.627,13.498,15.059,24.553,273.852,167.471,129.322,164.26,183.342,298.767,1217.015,1.576,0.964,0.744,0.945,1.055,1.719,7.003
665,E00023709,42.119,26.182,17.223,27.797,23.314,41.707,0.38,0.236,0.155,0.25,0.21,0.376,0.045,0.046,0.033,0.051,0.037,0.037,1.607,23.647,14.686,9.645,15.557,13.068,23.398,74.279,46.173,30.374,49.021,41.115,73.552,314.514,0.669,0.416,0.274,0.442,0.37,0.663,2.834
666,E00023788,29.529,15.888,18.62,22.517,17.123,36.461,0.387,0.208,0.244,0.295,0.225,0.478,0.046,0.04,0.052,0.06,0.04,0.048,1.837,21.067,11.323,13.283,16.059,12.248,26.021,52.076,28.019,32.837,39.71,30.197,64.301,247.14,0.683,0.368,0.431,0.521,0.396,0.844,3.243
667,E00024123,198.404,115.198,107.735,100.958,136.369,253.187,2.483,1.442,1.348,1.264,1.707,3.169,0.292,0.28,0.288,0.258,0.303,0.316,11.413,21.756,12.635,11.811,11.075,14.957,27.767,349.894,203.157,189.995,178.044,240.493,446.506,1608.089,4.379,2.543,2.378,2.228,3.01,5.589,20.127
668,E00023623,260.426,159.379,160.564,159.102,209.314,315.213,1.498,0.917,0.923,0.915,1.204,1.813,0.176,0.178,0.197,0.187,0.214,0.181,7.27,20.605,12.613,12.696,12.586,16.561,24.938,459.273,281.072,283.162,280.583,369.134,555.892,2229.116,2.641,1.616,1.628,1.614,2.123,3.197,12.82
669,E00023590,86.726,56.319,43.359,52.89,50.401,97.582,0.765,0.497,0.383,0.467,0.445,0.861,0.09,0.097,0.082,0.095,0.079,0.086,3.418,22.382,14.541,11.205,13.663,13.019,25.19,152.945,99.321,76.466,93.274,88.884,172.09,682.98,1.35,0.876,0.675,0.823,0.784,1.519,6.027
670,E00023511,56.623,41.182,34.903,34.255,41.71,80.006,1.491,1.084,0.919,0.902,1.098,2.107,0.175,0.211,0.196,0.184,0.195,0.21,7.601,19.616,14.261,12.091,11.867,14.445,27.72,99.857,72.626,61.553,60.41,73.557,141.094,509.098,2.629,1.912,1.621,1.591,1.937,3.715,13.404
671,E00024099,31.974,19.679,12.611,19.619,16.08,40.771,0.446,0.274,0.176,0.273,0.224,0.568,0.052,0.053,0.038,0.056,0.04,0.057,1.961,22.743,13.972,8.975,13.921,11.423,28.965,56.388,34.705,22.24,34.599,28.358,71.901,248.191,0.786,0.484,0.31,0.482,0.395,1.002,3.458
672,E00024041,73.802,51.112,41.236,48.557,50.355,86.443,0.897,0.621,0.501,0.59,0.612,1.051,0.106,0.121,0.107,0.12,0.109,0.105,4.272,20.997,14.537,11.728,13.811,14.326,24.602,130.153,90.138,72.722,85.632,88.803,152.446,619.895,1.582,1.096,0.884,1.041,1.08,1.853,7.536
673,E00023504,281.194,162.667,167.079,166.998,206.168,293.243,2.339,1.353,1.39,1.389,1.715,2.439,0.275,0.263,0.297,0.283,0.304,0.243,10.625,22.014,12.734,13.082,13.073,16.141,22.955,495.898,286.87,294.651,294.508,363.586,517.147,2252.661,4.125,2.386,2.451,2.45,3.025,4.302,18.739
674,E00023972,48.864,25.23,25.602,24.714,29.211,63.293,0.272,0.14,0.143,0.138,0.163,0.352,0.032,0.027,0.031,0.028,0.029,0.035,1.208,22.517,11.589,11.838,11.424,13.493,29.139,86.174,44.494,45.15,43.584,51.515,111.62,382.537,0.48,0.248,0.251,0.243,0.287,0.621,2.13
675,E00023668,183.86,110.247,101.153,105.947,132.605,226.993,1.148,0.688,0.632,0.662,0.828,1.418,0.135,0.134,0.135,0.135,0.147,0.141,5.376,21.354,12.798,11.756,12.314,15.402,26.376,324.245,194.425,178.388,186.842,233.855,400.312,1518.068,2.025,1.214,1.114,1.167,1.46,2.5,9.48
676,E00023573,147.453,86.881,66.962,78.26,82.371,170.16,1.619,0.954,0.735,0.859,0.904,1.868,0.191,0.186,0.157,0.175,0.16,0.186,6.939,23.332,13.748,10.592,12.379,13.028,26.92,260.04,153.218,118.09,138.015,145.265,300.085,1114.713,2.855,1.682,1.296,1.515,1.595,3.294,12.238
677,E00175212,296.746,155.509,169.181,147.866,219.206,326.78,2.004,1.05,1.142,0.998,1.48,2.206,0.236,0.204,0.244,0.204,0.263,0.22,8.88,22.568,11.824,12.86,11.239,16.667,24.842,523.325,274.247,298.358,260.768,386.579,576.291,2319.568,3.533,1.852,2.015,1.761,2.61,3.891,15.662
678,E00024091,50.002,34.429,26.987,26.417,26.144,63.388,0.438,0.302,0.236,0.231,0.229,0.555,0.052,0.059,0.05,0.047,0.041,0.055,1.991,21.999,15.168,11.853,11.602,11.502,27.875,88.181,60.717,47.593,46.588,46.106,111.788,400.972,0.773,0.532,0.417,0.408,0.404,0.98,3.514
679,E00024010,61.295,35.153,32.146,34.51,43.22,65.312,0.846,0.485,0.444,0.477,0.597,0.902,0.1,0.094,0.095,0.097,0.106,0.09,3.751,22.554,12.93,11.837,12.717,15.916,24.047,108.096,61.994,56.691,60.86,76.22,115.181,479.042,1.493,0.856,0.783,0.84,1.053,1.591,6.615
680,E00023901,14.041,10.359,5.127,6.86,5.867,15.605,0.227,0.167,0.083,0.111,0.095,0.252,0.027,0.032,0.018,0.023,0.017,0.025,0.935,24.278,17.861,8.877,11.872,10.16,26.952,24.762,18.269,9.042,12.098,10.347,27.52,102.037,0.4,0.295,0.146,0.195,0.167,0.444,1.647
