,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
681,E00023762,267.155,162.411,148.954,158.486,198.4,297.01,1.165,0.708,0.65,0.691,0.865,1.295,0.137,0.138,0.139,0.141,0.153,0.129,5.374,21.678,13.175,12.095,12.858,16.096,24.098,471.14,286.419,262.687,279.497,349.887,523.79,2173.42,2.055,1.249,1.146,1.219,1.526,2.284,9.479
682,E00023852,34.434,16.067,15.448,17.211,12.897,39.21,0.25,0.116,0.112,0.125,0.093,0.284,0.029,0.023,0.024,0.025,0.017,0.028,0.98,25.51,11.837,11.429,12.755,9.49,28.98,60.726,28.335,27.243,30.352,22.744,69.149,238.549,0.44,0.205,0.197,0.22,0.165,0.501,1.729
683,E00024109,396.35,222.194,208.353,210.918,270.15,476.236,1.616,0.906,0.849,0.86,1.101,1.941,0.19,0.176,0.181,0.175,0.195,0.193,7.273,22.219,12.457,11.673,11.825,15.138,26.688,698.981,391.849,367.44,371.963,476.421,839.863,3146.517,2.849,1.597,1.498,1.516,1.942,3.423,12.825
684,E00023682,84.909,54.344,57.181,45.441,67.17,103.228,0.381,0.244,0.256,0.204,0.301,0.463,0.045,0.047,0.055,0.042,0.053,0.046,1.849,20.606,13.196,13.845,11.033,16.279,25.041,149.741,95.838,100.841,80.137,118.457,182.047,727.062,0.672,0.43,0.452,0.359,0.531,0.817,3.261
685,E00023497,245.954,149.6,141.435,132.182,171.272,276.793,2.285,1.39,1.314,1.228,1.591,2.572,0.269,0.27,0.281,0.25,0.282,0.256,10.38,22.013,13.391,12.659,11.83,15.328,24.778,433.751,263.826,249.427,233.109,302.046,488.137,1970.295,4.03,2.451,2.318,2.166,2.807,4.536,18.307
686,E00023416,55.047,49.748,30.033,51.676,38.291,67.105,0.991,0.895,0.54,0.93,0.689,1.208,0.117,0.174,0.115,0.19,0.122,0.12,5.253,18.865,17.038,10.28,17.704,13.116,22.996,97.078,87.733,52.965,91.133,67.528,118.343,514.779,1.747,1.579,0.953,1.64,1.215,2.13,9.263
687,E00023474,121.775,78.83,71.5,78.244,90.701,146.315,2.953,1.912,1.734,1.897,2.199,3.548,0.348,0.372,0.37,0.387,0.39,0.353,14.243,20.733,13.424,12.174,13.319,15.439,24.91,214.756,139.02,126.093,137.987,159.955,258.033,1035.844,5.208,3.371,3.058,3.346,3.879,6.257,25.119
688,E00023515,162.05,96.355,87.114,94.286,106.81,192.542,1.831,1.089,0.985,1.066,1.207,2.176,0.216,0.212,0.21,0.217,0.214,0.217,8.354,21.918,13.036,11.791,12.76,14.448,26.047,285.782,169.926,153.629,166.278,188.364,339.556,1303.536,3.23,1.92,1.736,1.879,2.129,3.837,14.732
689,E00023491,217.096,145.034,133.39,122.983,156.895,259.912,1.899,1.268,1.167,1.076,1.372,2.273,0.224,0.247,0.249,0.219,0.243,0.226,9.055,20.972,14.003,12.888,11.883,15.152,25.102,382.858,255.774,235.239,216.886,276.691,458.366,1825.815,3.348,2.237,2.057,1.897,2.42,4.009,15.968
690,E00023707,33.288,20.102,14.916,21.808,20.624,33.178,0.39,0.235,0.175,0.255,0.241,0.388,0.046,0.046,0.037,0.052,0.043,0.039,1.684,23.159,13.955,10.392,15.143,14.311,23.04,58.705,35.451,26.305,38.459,36.371,58.511,253.802,0.687,0.415,0.308,0.45,0.426,0.685,2.972
691,E00023786,62.248,41.039,34.109,38.88,38.597,77.238,0.6,0.396,0.329,0.375,0.372,0.744,0.071,0.077,0.07,0.076,0.066,0.074,2.816,21.307,14.063,11.683,13.317,13.21,26.42,109.777,72.374,60.153,68.567,68.068,136.213,515.151,1.058,0.698,0.58,0.661,0.656,1.313,4.965
692,E00175210,49.807,32.953,26.716,35.083,35.337,62.628,0.526,0.348,0.282,0.37,0.373,0.661,0.062,0.068,0.06,0.075,0.066,0.066,2.56,20.547,13.594,11.016,14.453,14.57,25.82,87.837,58.114,47.115,61.87,62.318,110.447,427.702,0.927,0.613,0.497,0.653,0.658,1.165,4.513
693,E00023857,30.363,13.521,15.031,13.574,12.781,35.404,0.266,0.119,0.132,0.119,0.112,0.31,0.031,0.023,0.028,0.024,0.02,0.031,1.058,25.142,11.248,12.476,11.248,10.586,29.301,53.546,23.845,26.508,23.938,22.54,62.437,212.814,0.47,0.209,0.232,0.21,0.198,0.548,1.866
694,E00175241,229.777,131.872,129.962,130.094,158.167,288.697,1.718,0.986,0.972,0.973,1.183,2.159,0.202,0.192,0.208,0.198,0.21,0.215,7.991,21.499,12.339,12.164,12.176,14.804,27.018,405.222,232.562,229.194,229.427,278.934,509.13,1884.469,3.03,1.739,1.714,1.715,2.086,3.807,14.09
695,E00023818,338.077,213.095,190.889,188.866,232.896,417.48,1.641,1.034,0.927,0.917,1.131,2.027,0.193,0.201,0.198,0.187,0.201,0.202,7.677,21.376,13.469,12.075,11.945,14.732,26.404,596.214,375.802,336.641,333.074,410.722,736.244,2788.698,2.894,1.824,1.634,1.617,1.994,3.574,13.537
696,E00023899,156.611,120.806,83.326,122.384,87.886,179.954,0.539,0.416,0.287,0.421,0.302,0.619,0.063,0.081,0.061,0.086,0.054,0.062,2.584,20.859,16.099,11.107,16.293,11.687,23.955,276.19,213.047,146.949,215.83,154.991,317.357,1324.363,0.95,0.733,0.506,0.743,0.533,1.092,4.557
697,E00023595,113.551,66.059,59.976,65.803,67.298,119.188,0.722,0.42,0.381,0.418,0.428,0.758,0.085,0.082,0.081,0.085,0.076,0.076,3.127,23.089,13.431,12.184,13.367,13.687,24.24,200.252,116.498,105.77,116.046,118.683,210.193,867.443,1.274,0.741,0.673,0.738,0.755,1.337,5.517
698,E00023514,98.192,66.36,60.473,63.004,65.603,128.57,0.962,0.65,0.592,0.617,0.643,1.259,0.113,0.126,0.126,0.126,0.114,0.125,4.723,20.368,13.762,12.534,13.064,13.614,26.657,173.166,117.029,106.647,111.11,115.694,226.739,850.385,1.696,1.146,1.045,1.088,1.133,2.221,8.329
699,E00023472,92.413,64.598,46.034,50.534,53.827,126.635,0.918,0.642,0.457,0.502,0.535,1.258,0.108,0.125,0.098,0.102,0.095,0.125,4.312,21.289,14.889,10.598,11.642,12.407,29.174,162.974,113.921,81.183,89.119,94.926,223.326,765.45,1.619,1.131,0.806,0.885,0.943,2.218,7.602
700,E00023865,161.622,100.253,82.186,81.581,88.108,182.569,1.258,0.781,0.64,0.635,0.686,1.422,0.148,0.152,0.137,0.13,0.122,0.142,5.422,23.202,14.404,11.804,11.712,12.652,26.226,285.028,176.801,144.939,143.872,155.382,321.968,1227.989,2.219,1.377,1.129,1.12,1.21,2.507,9.561
701,E00023697,179.758,108.542,97.73,100.461,130.805,212.512,1.017,0.614,0.553,0.568,0.74,1.202,0.12,0.119,0.118,0.116,0.131,0.12,4.694,21.666,13.081,11.781,12.101,15.765,25.607,317.011,191.419,172.351,177.167,230.68,374.774,1463.403,1.794,1.083,0.975,1.002,1.305,2.12,8.28
702,E00024134,479.919,229.027,247.525,219.295,296.123,508.741,3.177,1.516,1.639,1.452,1.96,3.368,0.374,0.295,0.35,0.296,0.348,0.336,13.112,24.23,11.562,12.5,11.074,14.948,25.686,846.358,403.899,436.521,386.736,522.226,897.187,3492.928,5.603,2.674,2.89,2.56,3.457,5.94,23.125
703,E00023616,89.426,55.272,43.191,57.468,44.957,102.651,0.856,0.529,0.413,0.55,0.43,0.983,0.101,0.103,0.088,0.112,0.076,0.098,3.761,22.76,14.065,10.981,14.624,11.433,26.137,157.707,97.475,76.169,101.347,79.284,181.03,693.011,1.51,0.933,0.729,0.97,0.759,1.733,6.634
704,E00024036,69.055,43.55,38.484,37.724,47.234,95.729,0.988,0.623,0.55,0.54,0.676,1.369,0.116,0.121,0.117,0.11,0.12,0.136,4.746,20.818,13.127,11.589,11.378,14.244,28.845,121.782,76.802,67.868,66.528,83.299,168.822,585.102,1.742,1.099,0.971,0.952,1.191,2.415,8.369
705,E00024052,191.923,112.581,105.133,108.813,126.555,229.325,1.863,1.093,1.021,1.056,1.229,2.226,0.219,0.213,0.218,0.215,0.218,0.222,8.488,21.949,12.877,12.029,12.441,14.479,26.225,338.465,198.542,185.407,191.897,223.185,404.425,1541.92,3.286,1.927,1.8,1.863,2.167,3.926,14.969
706,E00175194,913.05,451.448,474.103,430.022,550.95,1005.705,3.008,1.487,1.562,1.417,1.815,3.313,0.354,0.289,0.334,0.289,0.322,0.33,12.602,23.869,11.8,12.395,11.244,14.402,26.289,1610.204,796.148,836.102,758.363,971.625,1773.605,6746.047,5.305,2.623,2.754,2.498,3.201,5.843,22.224
707,E00023856,40.054,26.481,16.485,28.136,18.015,55.342,0.371,0.245,0.153,0.261,0.167,0.513,0.044,0.048,0.033,0.053,0.03,0.051,1.71,21.696,14.327,8.947,15.263,9.766,30.0,70.637,46.7,29.072,49.619,31.77,97.598,325.397,0.654,0.433,0.269,0.46,0.294,0.904,3.015
708,E00023947,243.679,130.598,136.392,123.142,174.167,274.439,1.252,0.671,0.701,0.633,0.895,1.41,0.147,0.13,0.15,0.129,0.159,0.14,5.562,22.51,12.064,12.603,11.381,16.091,25.351,429.739,230.315,240.533,217.166,307.151,483.985,1908.89,2.208,1.183,1.236,1.116,1.578,2.486,9.806
709,E00024048,490.541,270.967,294.983,248.019,380.045,586.828,1.746,0.965,1.05,0.883,1.353,2.089,0.205,0.188,0.224,0.18,0.24,0.208,8.086,21.593,11.934,12.985,10.92,16.733,25.835,865.091,477.862,520.216,437.392,670.226,1034.897,4005.684,3.08,1.701,1.852,1.557,2.386,3.684,14.26
710,E00175209,327.601,204.179,208.195,195.594,253.077,388.284,1.566,0.976,0.995,0.935,1.21,1.856,0.184,0.19,0.212,0.191,0.215,0.185,7.538,20.775,12.948,13.2,12.404,16.052,24.622,577.739,360.079,367.161,344.939,446.312,684.756,2780.986,2.761,1.721,1.755,1.649,2.133,3.273,13.291
711,E00023489,166.194,107.225,99.206,94.902,108.532,207.694,1.866,1.204,1.114,1.065,1.218,2.331,0.22,0.234,0.238,0.217,0.216,0.232,8.798,21.209,13.685,12.662,12.105,13.844,26.495,293.09,189.096,174.954,167.364,191.401,366.278,1382.183,3.29,2.123,1.964,1.879,2.149,4.112,15.515
712,E00023603,75.25,42.485,33.624,38.417,39.242,78.665,0.616,0.348,0.275,0.315,0.321,0.644,0.073,0.068,0.059,0.064,0.057,0.064,2.519,24.454,13.815,10.917,12.505,12.743,25.566,132.707,74.924,59.297,67.75,69.205,138.729,542.613,1.087,0.614,0.486,0.555,0.567,1.136,4.443
713,E00023656,150.037,76.971,88.645,81.414,86.386,150.992,1.847,0.948,1.092,1.002,1.064,1.859,0.217,0.184,0.233,0.204,0.189,0.185,7.812,23.643,12.135,13.978,12.826,13.62,23.797,264.597,135.742,156.329,143.577,152.346,266.281,1118.872,3.258,1.671,1.925,1.768,1.876,3.279,13.777
714,E00024046,83.691,56.184,49.355,54.844,57.632,108.07,0.909,0.61,0.536,0.596,0.626,1.174,0.107,0.119,0.114,0.122,0.111,0.117,4.451,20.422,13.705,12.042,13.39,14.064,26.376,147.593,99.083,87.04,96.72,101.637,190.586,722.658,1.604,1.077,0.946,1.051,1.104,2.071,7.852
715,E00023468,88.353,55.588,49.383,47.946,58.853,110.287,0.812,0.511,0.454,0.441,0.541,1.014,0.096,0.099,0.097,0.09,0.096,0.101,3.773,21.521,13.544,12.033,11.688,14.339,26.875,155.814,98.032,87.089,84.555,103.79,194.496,723.776,1.432,0.901,0.8,0.777,0.954,1.787,6.651
716,E00023718,91.017,48.303,44.255,48.929,52.816,116.827,1.05,0.557,0.511,0.565,0.609,1.348,0.124,0.108,0.109,0.115,0.108,0.134,4.64,22.629,12.004,11.013,12.177,13.125,29.052,160.512,85.184,78.046,86.288,93.143,206.03,709.204,1.852,0.983,0.901,0.996,1.075,2.377,8.184
717,E00023799,49.319,30.128,31.033,34.487,33.237,56.447,0.528,0.323,0.332,0.369,0.356,0.604,0.062,0.063,0.071,0.075,0.063,0.06,2.512,21.019,12.858,13.217,14.689,14.172,24.045,86.976,53.132,54.728,60.819,58.615,99.547,413.817,0.931,0.569,0.586,0.651,0.627,1.066,4.43
718,E00023822,229.506,134.687,142.329,133.216,182.163,250.389,1.767,1.037,1.096,1.026,1.402,1.928,0.208,0.202,0.234,0.209,0.249,0.192,8.256,21.403,12.561,13.275,12.427,16.982,23.353,404.744,237.526,251.003,234.932,321.252,441.572,1891.031,3.116,1.829,1.932,1.809,2.473,3.399,14.558
719,E00023610,97.905,52.473,43.96,53.04,50.637,98.908,0.907,0.486,0.407,0.491,0.469,0.916,0.107,0.095,0.087,0.1,0.083,0.091,3.676,24.674,13.221,11.072,13.357,12.758,24.918,172.66,92.538,77.525,93.538,89.301,174.429,699.991,1.599,0.857,0.718,0.866,0.827,1.616,6.484
720,E00023691,78.601,59.094,42.262,47.503,61.488,95.003,0.738,0.555,0.397,0.446,0.577,0.892,0.087,0.108,0.085,0.091,0.102,0.089,3.605,20.472,15.395,11.012,12.372,16.006,24.743,138.616,104.215,74.531,83.774,108.437,167.542,677.115,1.301,0.978,0.7,0.786,1.018,1.573,6.357
721,E00024045,76.691,45.775,44.373,44.226,53.028,103.672,0.918,0.548,0.531,0.53,0.635,1.242,0.108,0.107,0.113,0.108,0.113,0.124,4.404,20.845,12.443,12.057,12.035,14.419,28.202,135.248,80.726,78.254,77.995,93.517,182.83,648.57,1.62,0.967,0.937,0.934,1.12,2.19,7.767
722,E00023834,580.155,337.094,325.743,323.329,405.818,702.442,2.172,1.262,1.22,1.211,1.519,2.63,0.256,0.245,0.261,0.247,0.27,0.262,10.014,21.69,12.602,12.183,12.093,15.169,26.263,1023.129,594.48,574.462,570.205,715.678,1238.787,4716.742,3.831,2.226,2.151,2.135,2.679,4.638,17.659
723,E00023612,163.306,90.208,85.836,100.286,104.126,160.66,1.1,0.608,0.578,0.676,0.701,1.082,0.129,0.118,0.123,0.138,0.124,0.108,4.745,23.182,12.813,12.181,14.247,14.773,22.803,287.997,159.086,151.376,176.859,183.631,283.331,1242.279,1.94,1.072,1.02,1.191,1.237,1.909,8.369
724,E00023817,418.782,343.285,213.782,257.875,250.407,570.831,1.806,1.48,0.922,1.112,1.08,2.461,0.213,0.288,0.197,0.227,0.192,0.245,8.861,20.381,16.702,10.405,12.549,12.188,27.773,738.541,605.398,377.014,454.774,441.604,1006.686,3624.016,3.184,2.61,1.625,1.961,1.904,4.34,15.625
725,E00023896,21.847,10.293,11.336,10.827,14.853,25.184,0.256,0.12,0.133,0.127,0.174,0.295,0.03,0.023,0.028,0.026,0.031,0.029,1.105,23.167,10.86,12.036,11.493,15.747,26.697,38.528,18.152,19.992,19.094,26.194,44.413,166.373,0.451,0.212,0.234,0.224,0.307,0.52,1.947
726,E00023434,77.596,49.785,43.627,46.33,47.353,91.195,0.617,0.396,0.347,0.368,0.376,0.725,0.073,0.077,0.074,0.075,0.067,0.072,2.829,21.81,13.998,12.266,13.008,13.291,25.627,136.844,87.798,76.938,81.705,83.509,160.826,627.621,1.088,0.698,0.612,0.65,0.664,1.279,4.99
727,E00175201,71.32,39.303,31.321,51.72,38.514,82.146,0.979,0.539,0.43,0.71,0.529,1.127,0.115,0.105,0.092,0.145,0.094,0.112,4.314,22.694,12.494,9.968,16.458,12.262,26.124,125.776,69.313,55.236,91.211,67.921,144.868,554.324,1.726,0.951,0.758,1.252,0.932,1.988,7.608
728,E00023944,90.256,45.255,49.442,40.971,67.075,103.097,1.209,0.606,0.662,0.549,0.898,1.381,0.142,0.118,0.141,0.112,0.159,0.138,5.305,22.79,11.423,12.479,10.349,16.927,26.032,159.17,79.809,87.193,72.254,118.29,181.816,698.533,2.132,1.069,1.168,0.968,1.584,2.435,9.355
729,E00024064,78.435,44.48,38.939,39.624,46.936,99.44,1.007,0.571,0.5,0.509,0.603,1.277,0.119,0.111,0.107,0.104,0.107,0.127,4.467,22.543,12.783,11.193,11.395,13.499,28.587,138.324,78.442,68.671,69.879,82.774,175.367,613.456,1.776,1.007,0.882,0.897,1.063,2.252,7.879
730,E00175278,55.359,36.919,32.576,41.32,45.85,67.379,0.544,0.363,0.32,0.406,0.451,0.662,0.064,0.071,0.068,0.083,0.08,0.066,2.746,19.811,13.219,11.653,14.785,16.424,24.108,97.628,65.108,57.449,72.87,80.858,118.826,492.74,0.959,0.64,0.565,0.716,0.795,1.168,4.842
731,E00023601,198.081,117.874,109.31,118.264,133.471,209.085,1.345,0.8,0.742,0.803,0.906,1.419,0.158,0.156,0.158,0.164,0.161,0.141,6.015,22.361,13.3,12.336,13.35,15.062,23.591,349.325,207.876,192.773,208.564,235.382,368.731,1562.65,2.372,1.411,1.309,1.416,1.598,2.503,10.609
732,E00023680,45.518,29.84,25.754,28.511,35.349,47.166,0.373,0.245,0.211,0.234,0.29,0.387,0.044,0.048,0.045,0.048,0.051,0.039,1.74,21.437,14.08,12.126,13.448,16.667,22.241,80.273,52.624,45.418,50.28,62.34,83.179,374.115,0.659,0.432,0.373,0.413,0.511,0.682,3.07
733,E00023937,1021.028,522.461,561.004,507.674,704.805,1122.064,2.232,1.142,1.226,1.11,1.541,2.453,0.263,0.222,0.262,0.226,0.273,0.244,9.704,23.001,11.768,12.634,11.439,15.88,25.278,1800.628,921.383,989.355,895.306,1242.955,1978.809,7828.436,3.936,2.014,2.163,1.957,2.717,4.325,17.111
734,E00023478,124.183,81.965,64.791,69.59,77.318,152.535,0.997,0.658,0.52,0.559,0.621,1.225,0.117,0.128,0.111,0.114,0.11,0.122,4.58,21.769,14.367,11.354,12.205,13.559,26.747,219.002,144.549,114.262,122.725,136.354,269.002,1005.894,1.759,1.161,0.918,0.986,1.095,2.161,8.08
735,E00175267,111.063,73.248,52.84,67.089,62.473,132.965,1.075,0.709,0.511,0.649,0.605,1.287,0.127,0.138,0.109,0.132,0.107,0.128,4.836,22.229,14.661,10.567,13.42,12.51,26.613,195.865,129.176,93.186,118.314,110.174,234.49,881.204,1.896,1.25,0.902,1.145,1.066,2.27,8.529
736,E00023793,69.515,43.187,38.742,46.244,39.412,84.998,0.295,0.183,0.165,0.196,0.167,0.361,0.035,0.036,0.035,0.04,0.03,0.036,1.367,21.58,13.387,12.07,14.338,12.217,26.408,122.593,76.162,68.323,81.553,69.505,149.898,568.034,0.521,0.323,0.29,0.346,0.295,0.637,2.413
737,E00023712,58.109,28.552,23.545,27.865,28.51,65.632,0.831,0.408,0.337,0.398,0.408,0.939,0.098,0.079,0.072,0.081,0.072,0.094,3.321,25.023,12.285,10.148,11.984,12.285,28.275,102.478,50.353,41.523,49.141,50.279,115.745,409.518,1.466,0.72,0.594,0.703,0.719,1.655,5.856
738,E00023976,38.127,18.754,18.477,21.369,19.384,49.202,0.374,0.184,0.181,0.21,0.19,0.483,0.044,0.036,0.039,0.043,0.034,0.048,1.622,23.058,11.344,11.159,12.947,11.714,29.778,67.239,33.074,32.585,37.685,34.185,86.77,291.537,0.66,0.325,0.32,0.37,0.336,0.852,2.861
739,E00023646,206.181,114.434,125.534,137.21,143.683,254.974,2.106,1.169,1.283,1.402,1.468,2.605,0.248,0.227,0.274,0.286,0.26,0.26,10.033,20.991,11.652,12.788,13.974,14.632,25.964,363.609,201.809,221.385,241.976,253.391,449.658,1731.829,3.715,2.062,2.262,2.472,2.589,4.594,17.693
740,E00023621,111.545,53.666,60.274,57.87,78.79,128.128,1.236,0.594,0.668,0.641,0.873,1.419,0.145,0.116,0.143,0.131,0.155,0.141,5.431,22.758,10.937,12.3,11.803,16.074,26.128,196.715,94.642,106.296,102.056,138.95,225.959,864.618,2.179,1.048,1.177,1.13,1.539,2.503,9.577
741,E00024079,34.486,19.5,22.602,18.244,23.243,42.53,0.409,0.231,0.268,0.216,0.275,0.504,0.048,0.045,0.057,0.044,0.049,0.05,1.903,21.492,12.139,14.083,11.35,14.451,26.484,60.818,34.389,39.86,32.174,40.99,75.004,283.234,0.721,0.408,0.472,0.381,0.486,0.889,3.357
742,E00023652,231.132,118.962,136.509,127.272,147.587,247.99,2.375,1.222,1.403,1.308,1.516,2.548,0.28,0.238,0.3,0.267,0.269,0.254,10.372,22.898,11.782,13.527,12.611,14.616,24.566,407.611,209.795,240.74,224.45,260.276,437.341,1780.213,4.188,2.156,2.474,2.306,2.674,4.494,18.291
743,E00023559,183.203,114.218,96.007,100.299,108.256,212.062,0.813,0.507,0.426,0.445,0.48,0.941,0.096,0.099,0.091,0.091,0.085,0.094,3.612,22.508,14.037,11.794,12.32,13.289,26.052,323.087,201.428,169.313,176.882,190.914,373.981,1435.604,1.433,0.894,0.751,0.785,0.847,1.659,6.369
744,E00024070,46.821,31.878,24.944,40.286,34.54,60.395,0.493,0.336,0.263,0.424,0.364,0.636,0.058,0.065,0.056,0.086,0.065,0.063,2.516,19.595,13.355,10.453,16.852,14.467,25.278,82.571,56.218,43.99,71.046,60.913,106.509,421.247,0.87,0.592,0.463,0.748,0.642,1.122,4.437
745,E00023746,136.944,83.91,70.314,82.382,86.266,132.755,0.746,0.457,0.383,0.449,0.47,0.723,0.088,0.089,0.082,0.092,0.083,0.072,3.228,23.11,14.157,11.865,13.91,14.56,22.398,241.507,147.979,124.002,145.284,152.134,234.119,1045.025,1.315,0.806,0.675,0.791,0.828,1.275,5.691
746,E00023532,109.063,65.282,59.24,58.083,75.108,117.224,0.965,0.578,0.524,0.514,0.665,1.038,0.114,0.112,0.112,0.105,0.118,0.103,4.284,22.526,13.492,12.232,11.998,15.523,24.23,192.337,115.128,104.472,102.432,132.456,206.73,853.555,1.703,1.019,0.925,0.907,1.173,1.83,7.556
747,E00023927,309.886,170.934,169.458,159.901,209.409,355.26,1.705,0.94,0.932,0.88,1.152,1.955,0.201,0.183,0.199,0.18,0.204,0.195,7.564,22.541,12.427,12.322,11.634,15.23,25.846,546.498,301.45,298.847,281.992,369.302,626.517,2424.605,3.007,1.658,1.644,1.551,2.032,3.447,13.339
748,E00023747,46.585,26.552,29.703,30.441,33.355,46.294,0.418,0.238,0.267,0.273,0.3,0.416,0.049,0.046,0.057,0.056,0.053,0.041,1.912,21.862,12.448,13.964,14.278,15.69,21.757,82.155,46.826,52.383,53.684,58.823,81.642,375.511,0.738,0.421,0.47,0.482,0.528,0.733,3.372
749,E00023716,59.737,36.25,27.676,35.361,32.849,73.277,0.602,0.365,0.279,0.356,0.331,0.739,0.071,0.071,0.06,0.073,0.059,0.074,2.672,22.53,13.66,10.442,13.323,12.388,27.657,105.349,63.928,48.808,62.361,57.931,129.227,467.604,1.062,0.644,0.492,0.629,0.584,1.303,4.714
750,E00023797,29.775,18.908,15.658,20.286,16.857,35.599,0.25,0.159,0.131,0.17,0.141,0.299,0.029,0.031,0.028,0.035,0.025,0.03,1.15,21.739,13.826,11.391,14.783,12.261,26.0,52.51,33.345,27.614,35.775,29.728,62.78,241.752,0.44,0.28,0.232,0.3,0.249,0.527,2.027
751,E00175262,25.916,12.35,14.877,16.717,11.224,34.325,0.275,0.131,0.158,0.177,0.119,0.364,0.032,0.025,0.034,0.036,0.021,0.036,1.224,22.467,10.703,12.908,14.461,9.722,29.739,45.704,21.78,26.236,29.481,19.794,60.534,203.529,0.485,0.231,0.278,0.313,0.21,0.642,2.158
752,E00023548,62.594,37.884,37.637,43.091,40.211,77.362,0.819,0.496,0.493,0.564,0.526,1.012,0.096,0.096,0.105,0.115,0.093,0.101,3.91,20.946,12.685,12.609,14.425,13.453,25.882,110.387,66.81,66.375,75.993,70.914,136.431,526.91,1.445,0.874,0.869,0.994,0.928,1.785,6.895
753,E00024007,240.501,140.083,134.182,124.16,164.127,283.967,1.624,0.946,0.906,0.839,1.109,1.918,0.191,0.184,0.193,0.171,0.197,0.191,7.342,22.119,12.885,12.34,11.427,15.105,26.124,424.134,247.043,236.636,218.962,289.445,500.788,1917.008,2.865,1.669,1.598,1.479,1.955,3.383,12.949
754,E00024086,70.051,42.924,39.661,34.386,39.145,91.892,0.624,0.383,0.353,0.306,0.349,0.819,0.073,0.074,0.075,0.062,0.062,0.082,2.834,22.018,13.514,12.456,10.797,12.315,28.899,123.538,75.698,69.944,60.641,69.034,162.056,560.911,1.101,0.675,0.623,0.54,0.615,1.444,4.999
755,E00023549,27.049,14.28,15.172,18.856,12.915,36.468,0.461,0.243,0.259,0.322,0.22,0.622,0.054,0.047,0.055,0.066,0.039,0.062,2.127,21.674,11.425,12.177,15.139,10.343,29.243,47.702,25.183,26.756,33.253,22.776,64.313,219.984,0.813,0.429,0.456,0.567,0.388,1.097,3.751
756,E00023829,319.536,266.275,166.742,210.608,182.098,464.02,3.259,2.716,1.701,2.148,1.857,4.733,0.384,0.528,0.363,0.438,0.329,0.472,16.414,19.855,16.547,10.363,13.086,11.314,28.835,563.516,469.588,294.057,371.417,321.138,818.32,2838.035,5.748,4.79,2.999,3.788,3.275,8.347,28.947
757,E00024124,555.067,405.362,285.31,295.596,345.799,769.467,2.48,1.811,1.275,1.321,1.545,3.438,0.292,0.352,0.272,0.269,0.274,0.343,11.87,20.893,15.257,10.741,11.129,13.016,28.964,978.885,714.874,503.157,521.297,609.832,1356.989,4685.033,4.373,3.194,2.248,2.329,2.725,6.063,20.931
758,E00175245,38.14,27.249,20.04,19.513,21.559,44.749,0.361,0.258,0.19,0.185,0.204,0.424,0.042,0.05,0.041,0.038,0.036,0.042,1.622,22.256,15.906,11.714,11.406,12.577,26.141,67.262,48.055,35.341,34.412,38.02,78.917,302.007,0.637,0.455,0.335,0.326,0.36,0.747,2.86
759,E00023631,124.325,74.044,75.493,79.199,102.207,148.696,1.124,0.669,0.683,0.716,0.924,1.344,0.132,0.13,0.146,0.146,0.164,0.134,5.46,20.586,12.253,12.509,13.114,16.923,24.615,219.253,130.58,133.135,139.671,180.247,262.232,1065.117,1.982,1.181,1.204,1.263,1.63,2.371,9.63
760,E00023440,111.985,71.245,64.184,66.397,74.517,140.255,0.597,0.38,0.342,0.354,0.397,0.747,0.07,0.074,0.073,0.072,0.07,0.074,2.817,21.193,13.49,12.141,12.567,14.093,26.518,197.49,125.644,113.191,117.094,131.414,247.346,932.179,1.052,0.669,0.603,0.624,0.7,1.318,4.965
761,E00175190,1000.515,529.547,522.353,496.973,626.51,1212.487,3.119,1.651,1.628,1.549,1.953,3.78,0.367,0.321,0.348,0.316,0.347,0.377,13.68,22.8,12.069,11.901,11.323,14.276,27.632,1764.452,933.88,921.193,876.434,1104.878,2138.274,7739.111,5.5,2.911,2.872,2.732,3.444,6.666,24.125
