,OA,worker_units,student_units,tourist_units,shopper_units,leisurer_units,chorer_units,[per_effective_area_square_meter] - worker_units,[per_effective_area_square_meter] - student_units,[per_effective_area_square_meter] - tourist_units,[per_effective_area_square_meter] - shopper_units,[per_effective_area_square_meter] - leisurer_units,[per_effective_area_square_meter] - chorer_units,[%_of_borough_total] - [per_effective_area_square_meter] - worker_units,[%_of_borough_total] - [per_effective_area_square_meter] - student_units,[%_of_borough_total] - [per_effective_area_square_meter] - tourist_units,[%_of_borough_total] - [per_effective_area_square_meter] - shopper_units,[%_of_borough_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_borough_total] - [per_effective_area_square_meter] - chorer_units,[per_effective_area_square_meter] - total_units,[%_of_OA_total] - [per_effective_area_square_meter] - worker_units,[%_of_OA_total] - [per_effective_area_square_meter] - student_units,[%_of_OA_total] - [per_effective_area_square_meter] - tourist_units,[%_of_OA_total] - [per_effective_area_square_meter] - shopper_units,[%_of_OA_total] - [per_effective_area_square_meter] - leisurer_units,[%_of_OA_total] - [per_effective_area_square_meter] - chorer_units,worker_value,student_value,tourist_value,shopper_value,leisurer_value,chorer_value,total_value,[per_effective_area_square_meter] - worker_value,[per_effective_area_square_meter] - student_value,[per_effective_area_square_meter] - tourist_value,[per_effective_area_square_meter] - shopper_value,[per_effective_area_square_meter] - leisurer_value,[per_effective_area_square_meter] - chorer_value,[per_effective_area_square_meter] - total_value
591,E00023454,75.272,55.14,58.843,56.238,57.575,77.088,0.763,0.559,0.596,0.57,0.583,0.781,0.076,0.064,0.069,0.062,0.066,0.074,3.852,19.808,14.512,15.472,14.798,15.135,20.275,91.078,66.718,71.199,68.047,69.665,93.275,459.982,0.923,0.676,0.722,0.69,0.706,0.945,4.661
592,E00023785,63.619,64.193,47.722,54.919,50.385,79.009,0.452,0.456,0.339,0.39,0.358,0.561,0.045,0.052,0.039,0.043,0.04,0.053,2.556,17.684,17.84,13.263,15.258,14.006,21.948,76.978,77.672,57.743,66.451,60.965,95.6,435.409,0.547,0.552,0.41,0.472,0.433,0.679,3.092
593,E00023560,188.266,177.432,199.418,245.235,204.434,234.383,1.112,1.048,1.178,1.448,1.207,1.384,0.111,0.12,0.136,0.159,0.136,0.132,7.377,15.074,14.206,15.969,19.629,16.362,18.761,227.799,214.69,241.292,296.73,247.362,283.599,1511.472,1.345,1.268,1.425,1.753,1.461,1.675,8.927
594,E00023566,189.376,176.383,190.94,231.5,173.751,246.023,1.346,1.254,1.357,1.646,1.235,1.749,0.134,0.144,0.156,0.18,0.14,0.167,8.587,15.675,14.603,15.803,19.169,14.382,20.368,229.142,213.42,231.034,280.111,210.236,297.684,1461.626,1.629,1.517,1.642,1.991,1.494,2.116,10.39
595,E00024022,140.941,116.898,110.654,107.966,110.123,144.321,1.247,1.035,0.979,0.956,0.975,1.277,0.124,0.119,0.113,0.105,0.11,0.122,6.469,19.277,15.999,15.134,14.778,15.072,19.74,170.536,141.445,133.889,130.637,133.247,174.626,884.38,1.509,1.252,1.185,1.156,1.179,1.545,7.827
596,E00023425,144.889,114.119,94.553,97.079,82.106,174.715,0.777,0.612,0.507,0.521,0.441,0.937,0.077,0.07,0.058,0.057,0.05,0.089,3.795,20.474,16.126,13.36,13.729,11.621,24.69,175.313,138.082,114.407,117.464,99.347,211.402,856.015,0.941,0.741,0.614,0.63,0.533,1.134,4.593
597,E00023704,126.707,127.616,112.666,91.257,111.135,135.231,1.294,1.303,1.151,0.932,1.135,1.381,0.129,0.15,0.133,0.102,0.128,0.132,7.196,17.982,18.107,15.995,12.952,15.773,19.191,153.313,154.413,136.324,110.419,134.471,163.627,852.568,1.566,1.577,1.392,1.128,1.373,1.671,8.707
598,E00023671,252.742,183.038,235.571,247.612,240.131,256.899,1.439,1.042,1.342,1.41,1.368,1.463,0.143,0.12,0.155,0.154,0.155,0.139,8.064,17.845,12.922,16.642,17.485,16.964,18.142,305.813,221.473,285.037,299.606,290.554,310.843,1713.327,1.742,1.261,1.623,1.706,1.655,1.77,9.757
599,E00024053,302.217,234.928,280.446,240.383,271.348,297.707,1.753,1.362,1.626,1.394,1.574,1.727,0.174,0.157,0.187,0.153,0.178,0.165,9.436,18.578,14.434,17.232,14.773,16.681,18.302,365.677,284.259,339.335,290.859,328.326,360.22,1968.677,2.121,1.649,1.968,1.687,1.904,2.089,11.417
600,E00023904,49.981,52.338,39.291,38.75,36.447,45.667,0.345,0.362,0.272,0.268,0.252,0.316,0.034,0.042,0.031,0.029,0.028,0.03,1.815,19.008,19.945,14.986,14.766,13.884,17.41,60.476,63.328,47.541,46.887,44.1,55.256,317.589,0.418,0.438,0.329,0.324,0.305,0.382,2.195
601,E00023847,101.15,86.933,65.407,47.813,60.556,133.199,1.833,1.576,1.185,0.867,1.097,2.414,0.182,0.181,0.137,0.095,0.124,0.23,8.972,20.43,17.566,13.208,9.663,12.227,26.906,122.39,105.187,79.141,57.853,73.272,161.168,599.012,2.218,1.906,1.434,1.048,1.328,2.921,10.856
602,E00023985,178.632,142.505,163.015,171.985,176.949,206.91,1.946,1.552,1.775,1.873,1.927,2.254,0.193,0.178,0.205,0.205,0.218,0.215,11.327,17.18,13.702,15.671,16.536,17.012,19.899,216.142,172.429,197.245,208.099,214.105,250.357,1258.377,2.354,1.878,2.148,2.266,2.332,2.727,13.706
603,E00023835,409.785,321.161,337.917,428.136,353.656,401.018,3.158,2.475,2.604,3.3,2.726,3.091,0.314,0.284,0.3,0.361,0.308,0.295,17.354,18.198,14.262,15.005,19.016,15.708,17.811,495.833,388.599,408.874,518.037,427.918,485.225,2724.485,3.822,2.995,3.151,3.993,3.298,3.74,20.998
604,E00175227,161.171,159.349,118.906,114.661,122.596,162.768,1.575,1.557,1.162,1.12,1.198,1.59,0.157,0.179,0.134,0.123,0.135,0.152,8.202,19.203,18.983,14.167,13.655,14.606,19.386,195.014,192.81,143.874,138.738,148.339,196.946,1015.721,1.905,1.884,1.406,1.356,1.449,1.924,9.925
605,E00023955,495.685,470.252,544.035,725.785,579.413,452.753,3.455,3.278,3.792,5.059,4.039,3.156,0.343,0.377,0.437,0.554,0.457,0.301,22.779,15.167,14.39,16.647,22.209,17.731,13.855,599.77,568.997,658.273,878.187,701.08,547.823,3954.13,4.181,3.966,4.588,6.121,4.887,3.818,27.561
606,E00023528,229.294,153.18,163.215,163.204,158.604,214.6,2.698,1.802,1.92,1.92,1.866,2.525,0.268,0.207,0.221,0.21,0.211,0.241,12.731,21.192,14.154,15.081,15.081,14.657,19.833,277.442,185.345,197.487,197.474,191.908,259.662,1309.319,3.264,2.181,2.324,2.324,2.258,3.055,15.406
607,E00175249,667.157,489.649,555.632,492.835,485.91,561.12,1.525,1.119,1.27,1.127,1.111,1.283,0.152,0.129,0.146,0.123,0.126,0.122,7.435,20.511,15.05,17.081,15.158,14.943,17.256,807.248,592.467,672.305,596.322,587.943,678.945,3935.23,1.845,1.354,1.537,1.363,1.344,1.552,8.997
608,E00023933,574.943,516.384,631.026,734.934,675.183,528.445,2.734,2.456,3.001,3.495,3.211,2.513,0.272,0.282,0.346,0.383,0.363,0.24,17.41,15.704,14.107,17.237,20.075,18.443,14.434,695.671,624.816,763.53,889.257,816.96,639.409,4429.643,3.308,2.971,3.631,4.229,3.885,3.041,21.065
609,E00175254,81.158,77.578,67.918,69.222,73.183,82.943,0.903,0.863,0.756,0.77,0.814,0.923,0.09,0.099,0.087,0.084,0.092,0.088,5.029,17.956,17.16,15.033,15.311,16.186,18.354,98.2,93.868,82.18,83.757,88.55,100.36,546.915,1.092,1.044,0.914,0.932,0.985,1.116,6.084
610,E00023828,429.331,334.738,329.17,412.792,350.359,400.169,2.67,2.082,2.047,2.567,2.179,2.488,0.265,0.239,0.236,0.281,0.246,0.237,14.033,19.027,14.836,14.587,18.293,15.528,17.73,519.483,405.027,398.29,499.471,423.928,484.198,2730.397,3.23,2.519,2.477,3.106,2.636,3.011,16.979
611,E00023608,116.562,101.626,83.712,91.52,87.825,121.804,1.137,0.991,0.817,0.893,0.857,1.188,0.113,0.114,0.094,0.098,0.097,0.113,5.883,19.327,16.845,13.887,15.179,14.567,20.194,141.038,122.966,101.29,110.738,106.267,147.381,729.679,1.376,1.2,0.988,1.08,1.037,1.438,7.118
612,E00175192,384.841,357.968,375.947,459.15,474.59,349.472,2.818,2.621,2.753,3.362,3.475,2.559,0.28,0.301,0.317,0.368,0.393,0.244,17.588,16.022,14.902,15.653,19.115,19.758,14.55,465.651,433.135,454.889,555.564,574.246,422.855,2906.339,3.409,3.171,3.331,4.068,4.204,3.096,21.279
613,E00023689,238.235,193.089,182.84,163.93,185.272,211.412,0.999,0.809,0.766,0.687,0.777,0.886,0.099,0.093,0.088,0.075,0.088,0.084,4.924,20.288,16.43,15.556,13.952,15.78,17.994,288.26,233.634,221.233,198.352,224.176,255.805,1421.461,1.208,0.979,0.927,0.831,0.94,1.072,5.958
614,E00023538,115.18,120.769,92.301,71.779,91.255,127.007,0.341,0.358,0.274,0.213,0.27,0.376,0.034,0.041,0.032,0.023,0.031,0.036,1.832,18.614,19.541,14.956,11.627,14.738,20.524,139.366,146.128,111.683,86.851,110.417,153.676,748.121,0.413,0.433,0.331,0.257,0.327,0.455,2.217
615,E00023571,147.941,147.035,149.037,205.992,139.489,199.037,1.481,1.472,1.492,2.062,1.396,1.993,0.147,0.169,0.172,0.226,0.158,0.19,9.896,14.966,14.875,15.077,20.837,14.107,20.139,179.006,177.91,180.332,249.247,168.779,240.831,1196.105,1.792,1.781,1.805,2.495,1.69,2.411,11.974
616,E00023902,103.249,95.849,78.704,61.322,73.308,106.628,0.439,0.407,0.335,0.261,0.312,0.453,0.044,0.047,0.039,0.029,0.035,0.043,2.207,19.891,18.441,15.179,11.826,14.137,20.526,124.929,115.976,95.23,74.199,88.701,129.018,628.054,0.531,0.493,0.405,0.315,0.377,0.548,2.67
617,E00024006,265.247,218.957,221.728,225.81,218.579,253.212,2.416,1.994,2.019,2.057,1.991,2.306,0.24,0.229,0.233,0.225,0.225,0.22,12.783,18.9,15.599,15.794,16.092,15.575,18.04,320.944,264.934,268.287,273.226,264.477,306.382,1698.25,2.923,2.413,2.443,2.488,2.409,2.79,15.467
618,E00023449,213.535,182.407,150.975,159.912,142.184,245.584,1.173,1.002,0.829,0.878,0.781,1.349,0.117,0.115,0.096,0.096,0.088,0.129,6.012,19.511,16.667,13.789,14.604,12.991,22.438,258.374,220.709,182.677,193.491,172.04,297.152,1324.443,1.419,1.212,1.003,1.063,0.945,1.632,7.274
619,E00023929,1030.168,865.723,1068.963,990.089,1297.5,832.437,3.555,2.987,3.689,3.417,4.477,2.873,0.353,0.343,0.425,0.374,0.506,0.274,20.998,16.93,14.225,17.568,16.273,21.321,13.682,1246.485,1047.51,1293.427,1197.99,1569.952,1007.234,7362.599,4.301,3.615,4.463,4.134,5.418,3.476,25.407
620,E00023421,56.383,77.287,36.569,36.964,30.296,63.529,0.758,1.039,0.492,0.497,0.407,0.854,0.075,0.119,0.057,0.054,0.046,0.081,4.047,18.73,25.673,12.157,12.281,10.057,21.102,68.222,93.516,44.248,44.726,36.658,76.869,364.239,0.917,1.257,0.595,0.601,0.493,1.033,4.897
621,E00023843,474.428,354.41,339.205,403.84,383.511,483.862,3.555,2.655,2.542,3.026,2.874,3.625,0.353,0.305,0.293,0.331,0.325,0.346,18.277,19.451,14.526,13.908,16.556,15.725,19.834,574.05,428.83,410.432,488.639,464.042,585.465,2951.457,4.301,3.213,3.075,3.661,3.477,4.387,22.114
622,E00023561,114.85,118.424,123.289,150.779,129.295,151.223,1.03,1.062,1.106,1.353,1.16,1.357,0.102,0.122,0.127,0.148,0.131,0.129,7.068,14.573,15.025,15.648,19.143,16.412,19.199,138.967,143.291,149.178,182.44,156.445,182.977,953.297,1.247,1.285,1.338,1.637,1.403,1.641,8.552
623,E00175205,96.473,95.593,93.88,59.041,83.651,102.406,0.967,0.959,0.941,0.592,0.839,1.027,0.096,0.11,0.108,0.065,0.095,0.098,5.325,18.16,18.009,17.671,11.117,15.756,19.286,116.731,115.666,113.593,71.439,101.216,123.909,642.554,1.171,1.16,1.139,0.716,1.015,1.242,6.443
624,E00023537,50.851,47.864,46.941,42.231,41.44,64.633,0.463,0.436,0.427,0.385,0.377,0.589,0.046,0.05,0.049,0.042,0.043,0.056,2.677,17.295,16.287,15.951,14.382,14.083,22.002,61.529,57.915,56.798,51.099,50.142,78.205,355.686,0.56,0.527,0.517,0.465,0.457,0.712,3.239
625,E00023951,156.794,131.041,124.086,122.823,123.554,150.877,1.938,1.62,1.534,1.518,1.527,1.865,0.193,0.186,0.177,0.166,0.173,0.178,10.002,19.376,16.197,15.337,15.177,15.267,18.646,189.718,158.557,150.142,148.614,149.498,182.559,979.088,2.345,1.96,1.856,1.837,1.848,2.256,12.101
626,E00024116,762.644,474.541,536.043,571.529,566.166,623.973,2.566,1.596,1.803,1.923,1.905,2.099,0.255,0.183,0.208,0.211,0.215,0.2,11.892,21.578,13.421,15.161,16.171,16.019,17.651,922.786,574.186,648.603,691.54,685.051,754.996,4277.163,3.104,1.932,2.182,2.326,2.305,2.54,14.389
627,E00023660,130.384,111.989,104.785,120.602,104.737,145.323,0.876,0.752,0.704,0.81,0.704,0.976,0.087,0.086,0.081,0.089,0.08,0.093,4.822,18.167,15.595,14.6,16.798,14.6,20.241,157.762,135.505,126.788,145.926,126.73,175.838,868.55,1.06,0.91,0.852,0.98,0.852,1.181,5.836
628,E00175228,120.184,110.39,96.724,102.784,102.956,133.684,1.372,1.26,1.104,1.173,1.175,1.526,0.136,0.145,0.127,0.128,0.133,0.145,7.61,18.029,16.557,14.507,15.414,15.44,20.053,145.421,133.57,117.034,124.367,124.575,161.755,806.722,1.66,1.525,1.336,1.42,1.422,1.846,9.208
629,E00023450,119.128,111.002,108.728,114.202,98.766,141.476,0.603,0.562,0.55,0.578,0.5,0.716,0.06,0.065,0.063,0.063,0.057,0.068,3.509,17.184,16.016,15.674,16.472,14.249,20.405,144.143,134.31,131.559,138.182,119.505,171.183,838.883,0.73,0.68,0.666,0.699,0.605,0.866,4.246
630,E00023638,137.843,122.89,135.175,123.802,138.684,155.718,1.96,1.747,1.922,1.76,1.972,2.214,0.195,0.201,0.222,0.193,0.223,0.211,11.575,16.933,15.093,16.605,15.205,17.037,19.127,166.788,148.695,163.559,149.798,167.805,188.416,985.061,2.372,2.114,2.326,2.13,2.386,2.679,14.007
631,E00023966,100.716,94.425,89.036,79.778,92.269,110.58,0.931,0.873,0.823,0.738,0.853,1.023,0.093,0.1,0.095,0.081,0.096,0.098,5.241,17.764,16.657,15.703,14.081,16.276,19.519,121.865,114.253,107.732,96.53,111.644,133.8,685.823,1.127,1.056,0.996,0.893,1.032,1.237,6.342
632,E00024018,40.924,34.935,32.845,32.926,31.433,53.024,0.632,0.539,0.507,0.508,0.485,0.819,0.063,0.062,0.058,0.056,0.055,0.078,3.49,18.109,15.444,14.527,14.556,13.897,23.467,49.517,42.271,39.742,39.84,38.033,64.158,273.561,0.764,0.653,0.613,0.615,0.587,0.99,4.223
633,E00023585,141.262,136.003,124.626,146.471,146.703,187.784,0.926,0.892,0.817,0.96,0.962,1.231,0.092,0.103,0.094,0.105,0.109,0.117,5.788,15.999,15.411,14.115,16.586,16.621,21.268,170.925,164.561,150.795,177.227,177.508,227.215,1068.232,1.121,1.079,0.989,1.162,1.164,1.49,7.004
634,E00175234,141.78,120.979,133.847,154.248,150.54,194.346,1.494,1.275,1.411,1.626,1.587,2.049,0.148,0.147,0.163,0.178,0.179,0.195,9.442,15.823,13.503,14.944,17.221,16.808,21.701,171.551,146.382,161.953,186.637,182.151,235.155,1083.83,1.808,1.543,1.707,1.967,1.92,2.479,11.424
635,E00023477,219.833,188.227,187.052,231.622,198.325,290.705,1.882,1.612,1.602,1.983,1.698,2.489,0.187,0.185,0.185,0.217,0.192,0.237,11.266,16.705,14.309,14.22,17.602,15.072,22.093,265.994,227.751,226.33,280.259,239.97,351.748,1592.052,2.278,1.95,1.938,2.4,2.055,3.012,13.632
636,E00023702,67.37,58.949,78.686,63.679,79.872,64.269,0.618,0.541,0.722,0.584,0.733,0.59,0.061,0.062,0.083,0.064,0.083,0.056,3.788,16.315,14.282,19.06,15.417,19.351,15.576,81.517,71.327,95.209,77.05,96.644,77.764,499.511,0.748,0.654,0.874,0.707,0.887,0.713,4.583
637,E00023783,60.79,68.572,39.407,51.328,38.775,74.773,0.601,0.677,0.389,0.507,0.383,0.739,0.06,0.078,0.045,0.056,0.043,0.07,3.296,18.234,20.54,11.802,15.382,11.62,22.421,73.555,82.971,47.682,62.106,46.917,90.474,403.705,0.727,0.82,0.471,0.614,0.463,0.894,3.988
638,E00024087,48.797,63.132,33.614,36.825,33.412,59.071,0.472,0.611,0.325,0.357,0.323,0.572,0.047,0.07,0.037,0.039,0.037,0.055,2.66,17.744,22.97,12.218,13.421,12.143,21.504,59.044,76.389,40.672,44.558,40.428,71.475,332.565,0.572,0.74,0.394,0.431,0.391,0.692,3.22
639,E00023980,15.158,14.844,17.048,10.149,16.35,12.027,0.23,0.225,0.259,0.154,0.248,0.183,0.023,0.026,0.03,0.017,0.028,0.017,1.299,17.706,17.321,19.938,11.855,19.092,14.088,18.341,17.961,20.628,12.28,19.783,14.552,103.545,0.278,0.273,0.313,0.186,0.3,0.221,1.571
640,E00175261,38.749,47.354,30.549,29.447,29.27,43.799,0.353,0.431,0.278,0.268,0.266,0.399,0.035,0.05,0.032,0.029,0.03,0.038,1.995,17.694,21.604,13.935,13.434,13.333,20.0,46.886,57.298,36.964,35.63,35.416,52.996,265.189,0.427,0.521,0.336,0.324,0.322,0.482,2.413
641,E00023774,49.939,53.632,44.506,47.919,47.444,53.783,0.43,0.461,0.383,0.412,0.408,0.463,0.043,0.053,0.044,0.045,0.046,0.044,2.557,16.817,18.029,14.978,16.113,15.956,18.107,60.425,64.894,53.851,57.981,57.406,65.076,359.635,0.52,0.558,0.463,0.499,0.494,0.56,3.093
642,E00023870,63.458,70.468,58.258,67.719,54.878,84.327,0.477,0.53,0.438,0.509,0.413,0.634,0.047,0.061,0.05,0.056,0.047,0.06,3.001,15.895,17.661,14.595,16.961,13.762,21.126,76.783,85.265,70.491,81.939,66.401,102.034,482.914,0.577,0.641,0.53,0.616,0.499,0.767,3.63
643,E00175189,709.988,482.108,604.819,841.054,542.501,569.077,3.494,2.373,2.977,4.14,2.67,2.801,0.347,0.273,0.343,0.453,0.302,0.267,18.455,18.933,12.858,16.131,22.433,14.468,15.177,859.073,583.342,731.82,1017.661,656.417,688.573,4536.887,4.228,2.871,3.602,5.009,3.231,3.389,22.33
644,E00023498,285.751,225.355,227.993,221.417,221.997,303.939,2.276,1.795,1.816,1.764,1.768,2.421,0.226,0.206,0.209,0.193,0.2,0.231,11.84,19.223,15.16,15.338,14.899,14.932,20.448,345.754,272.676,275.868,267.911,268.613,367.761,1798.581,2.754,2.172,2.198,2.134,2.14,2.93,14.327
645,E00023558,158.9,134.328,163.021,168.976,154.541,155.125,1.402,1.185,1.438,1.491,1.363,1.369,0.139,0.136,0.166,0.163,0.154,0.131,8.248,16.998,14.367,17.435,18.077,16.525,16.598,192.266,162.535,197.253,204.458,186.992,187.699,1131.202,1.696,1.434,1.74,1.804,1.65,1.656,9.979
646,E00024032,332.25,275.2,285.881,293.647,292.625,285.516,2.084,1.726,1.793,1.842,1.836,1.791,0.207,0.198,0.207,0.202,0.208,0.171,11.072,18.822,15.589,16.194,16.637,16.582,16.176,402.017,332.987,345.911,355.308,354.071,345.469,2135.763,2.522,2.089,2.17,2.229,2.221,2.167,13.399
647,E00023486,256.16,222.165,239.098,228.556,229.257,249.461,2.008,1.742,1.875,1.792,1.797,1.956,0.2,0.2,0.216,0.196,0.203,0.186,11.17,17.977,15.595,16.786,16.043,16.088,17.511,309.949,268.816,289.304,276.549,277.397,301.843,1723.859,2.43,2.108,2.268,2.168,2.175,2.367,13.516
648,E00023419,79.887,100.721,55.188,59.268,51.917,95.762,0.484,0.61,0.334,0.359,0.315,0.58,0.048,0.07,0.039,0.039,0.036,0.055,2.682,18.046,22.744,12.453,13.386,11.745,21.626,96.662,121.871,66.777,71.713,62.819,115.87,535.711,0.586,0.738,0.405,0.435,0.381,0.702,3.246
649,E00023997,89.259,93.996,85.686,76.329,86.234,94.921,1.213,1.278,1.165,1.038,1.172,1.29,0.121,0.147,0.134,0.114,0.132,0.123,7.156,16.951,17.859,16.28,14.505,16.378,18.027,108.002,113.734,103.679,92.357,104.342,114.853,636.965,1.468,1.546,1.409,1.255,1.418,1.561,8.658
650,E00023900,70.052,46.851,48.853,37.656,82.548,71.6,1.046,0.7,0.73,0.562,1.233,1.069,0.104,0.08,0.084,0.062,0.139,0.102,5.34,19.588,13.109,13.67,10.524,23.09,20.019,84.762,56.689,59.111,45.563,99.882,86.635,432.641,1.266,0.847,0.883,0.681,1.492,1.294,6.462
651,E00023891,305.065,247.56,241.682,261.025,260.368,333.356,1.066,0.865,0.844,0.912,0.909,1.164,0.106,0.099,0.097,0.1,0.103,0.111,5.76,18.507,15.017,14.653,15.833,15.781,20.208,369.123,299.543,292.431,315.836,315.041,403.355,1995.329,1.289,1.046,1.021,1.103,1.1,1.409,6.969
652,E00023810,44.506,39.199,28.493,37.301,29.195,51.387,0.382,0.336,0.244,0.32,0.25,0.441,0.038,0.039,0.028,0.035,0.028,0.042,1.973,19.361,17.03,12.367,16.219,12.671,22.352,53.851,47.43,34.476,45.134,35.325,62.177,278.394,0.462,0.407,0.296,0.387,0.303,0.533,2.387
653,E00023432,32.925,34.069,15.33,13.835,15.998,30.558,0.232,0.24,0.108,0.098,0.113,0.216,0.023,0.028,0.012,0.011,0.013,0.021,1.007,23.039,23.833,10.725,9.732,11.221,21.45,39.839,41.223,18.549,16.74,19.357,36.975,172.683,0.281,0.291,0.131,0.118,0.137,0.261,1.219
654,E00023844,723.712,546.195,540.06,649.455,571.219,714.237,4.05,3.057,3.022,3.634,3.197,3.997,0.403,0.351,0.348,0.398,0.361,0.381,20.957,19.325,14.587,14.42,17.34,15.255,19.072,875.679,660.886,653.463,785.829,691.165,864.214,4531.237,4.9,3.698,3.657,4.398,3.868,4.836,25.357
655,E00023613,124.835,104.773,120.412,125.599,138.693,159.939,1.347,1.131,1.299,1.355,1.497,1.726,0.134,0.13,0.15,0.148,0.169,0.165,8.355,16.122,13.537,15.548,16.218,17.917,20.658,151.048,126.774,145.696,151.973,167.816,193.523,936.83,1.63,1.368,1.572,1.64,1.811,2.088,10.109
656,E00023692,78.617,53.148,66.126,44.359,77.079,63.709,0.762,0.515,0.641,0.43,0.747,0.617,0.076,0.059,0.074,0.047,0.084,0.059,3.712,20.528,13.874,17.268,11.584,20.124,16.622,95.125,64.308,80.011,53.674,93.264,77.087,463.469,0.921,0.623,0.775,0.52,0.903,0.747,4.49
657,E00023903,62.594,51.152,43.375,38.967,41.318,71.048,0.438,0.358,0.303,0.273,0.289,0.497,0.044,0.041,0.035,0.03,0.033,0.047,2.158,20.297,16.589,14.041,12.651,13.392,23.031,75.738,61.893,52.483,47.149,49.994,85.967,373.224,0.53,0.433,0.367,0.33,0.35,0.601,2.61
658,E00175236,108.05,96.811,92.34,126.952,96.216,161.309,1.091,0.977,0.932,1.281,0.971,1.628,0.108,0.112,0.107,0.14,0.11,0.155,6.88,15.858,14.201,13.547,18.619,14.113,23.663,130.739,117.14,111.73,153.61,116.42,195.181,824.819,1.32,1.182,1.128,1.55,1.175,1.97,8.325
659,E00023665,215.659,187.345,198.965,217.937,189.971,235.099,1.53,1.329,1.412,1.546,1.348,1.668,0.152,0.153,0.163,0.169,0.152,0.159,8.833,17.321,15.046,15.986,17.503,15.261,18.884,260.944,226.684,240.744,263.7,229.862,284.466,1506.399,1.852,1.608,1.708,1.871,1.631,2.018,10.689
660,E00023869,81.927,105.999,70.437,83.007,70.677,104.078,0.603,0.78,0.518,0.611,0.52,0.766,0.06,0.09,0.06,0.067,0.059,0.073,3.798,15.877,20.537,13.639,16.087,13.691,20.169,99.13,128.257,85.228,100.437,85.518,125.933,624.502,0.73,0.944,0.627,0.739,0.63,0.927,4.597
661,E00023650,94.159,89.384,111.259,82.949,113.923,99.458,0.926,0.879,1.094,0.816,1.121,0.978,0.092,0.101,0.126,0.089,0.127,0.093,5.814,15.927,15.119,18.817,14.035,19.281,16.821,113.931,108.153,134.621,100.367,137.845,120.342,715.259,1.121,1.064,1.324,0.987,1.356,1.184,7.035
662,E00023614,133.323,112.898,101.96,102.844,101.143,136.124,0.997,0.844,0.763,0.769,0.757,1.018,0.099,0.097,0.088,0.084,0.086,0.097,5.148,19.367,16.395,14.821,14.938,14.705,19.775,161.319,136.605,123.37,124.439,122.381,164.708,832.821,1.207,1.022,0.923,0.931,0.915,1.232,6.229
663,E00023695,91.194,95.45,103.105,94.671,102.032,104.813,0.943,0.987,1.066,0.979,1.055,1.084,0.094,0.113,0.123,0.107,0.119,0.103,6.114,15.424,16.143,17.435,16.012,17.255,17.73,110.343,115.493,124.755,114.55,123.457,126.822,715.42,1.141,1.195,1.29,1.185,1.277,1.312,7.4
664,E00175219,200.316,126.734,142.685,130.388,141.959,199.582,1.153,0.729,0.821,0.75,0.817,1.149,0.115,0.084,0.095,0.082,0.092,0.11,5.419,21.277,13.453,15.15,13.84,15.077,21.203,242.379,153.346,172.646,157.767,171.768,241.491,1139.397,1.395,0.882,0.994,0.908,0.988,1.39,6.557
665,E00023709,50.039,49.958,44.04,30.048,36.054,49.848,0.451,0.45,0.397,0.271,0.325,0.449,0.045,0.052,0.046,0.03,0.037,0.043,2.343,19.249,19.206,16.944,11.566,13.871,19.163,60.546,60.448,53.288,36.358,43.625,60.315,314.58,0.546,0.545,0.48,0.328,0.393,0.543,2.835
666,E00023788,35.724,37.658,31.6,38.224,32.881,36.206,0.469,0.494,0.415,0.502,0.431,0.475,0.047,0.057,0.048,0.055,0.049,0.045,2.786,16.834,17.732,14.896,18.019,15.47,17.05,43.225,45.566,38.235,46.25,39.785,43.809,256.871,0.567,0.598,0.502,0.607,0.522,0.575,3.37
667,E00024123,243.996,227.411,188.587,206.782,193.484,238.063,3.054,2.846,2.36,2.588,2.422,2.98,0.304,0.327,0.272,0.283,0.274,0.284,16.25,18.794,17.514,14.523,15.926,14.905,18.338,295.231,275.163,228.187,250.203,234.112,288.052,1570.948,3.695,3.444,2.856,3.132,2.93,3.605,19.662
668,E00023623,326.528,273.106,303.27,299.629,302.737,325.313,1.878,1.571,1.744,1.723,1.741,1.871,0.187,0.181,0.201,0.189,0.197,0.178,10.528,17.838,14.922,16.565,16.366,16.537,17.772,395.093,330.454,366.951,362.546,366.307,393.623,2214.974,2.272,1.9,2.11,2.085,2.107,2.264,12.739
669,E00023590,94.491,93.33,70.577,95.733,73.648,113.138,0.834,0.824,0.623,0.845,0.65,0.998,0.083,0.095,0.072,0.093,0.073,0.095,4.774,17.47,17.26,13.05,17.7,13.615,20.905,114.332,112.928,85.397,115.835,89.113,136.895,654.5,1.009,0.997,0.754,1.022,0.786,1.208,5.776
670,E00023511,70.376,75.979,55.708,63.689,53.869,81.332,1.853,2.0,1.467,1.677,1.418,2.141,0.184,0.23,0.169,0.184,0.16,0.204,10.556,17.554,18.947,13.897,15.887,13.433,20.282,85.154,91.933,67.406,77.063,65.181,98.41,485.146,2.242,2.421,1.775,2.029,1.716,2.591,12.774
671,E00024099,40.766,63.066,31.074,27.032,25.785,33.649,0.568,0.879,0.433,0.377,0.359,0.469,0.056,0.101,0.05,0.041,0.041,0.045,3.085,18.412,28.493,14.036,12.22,11.637,15.203,49.326,76.309,37.599,32.708,31.199,40.715,267.856,0.687,1.063,0.524,0.456,0.435,0.567,3.732
